node1,node2,weight
221,64,0.55
239,64,0.55
239,28,0.55
239,15,0.6
239,36,0.6
239,39,0.55
239,350,0.55
239,37,0.55
239,219,0.55
221,272,0.55
221,171,0.55
221,202,0.7
221,215,0.6
221,269,0.55
37,239,0.55
15,239,0.7
350,239,0.75
219,239,0.55
39,239,0.55
36,239,0.6
221,214,0.55
186,64,0.55
167,64,0.55
238,64,0.55
272,64,0.55
166,64,0.55
100,64,0.55
316,64,0.55
221,206,0.55
19,64,0.65
202,64,0.55
64,353,0.55
64,316,0.55
64,238,0.55
167,15,0.55
97,15,0.6
1,15,0.55
77,15,0.55
70,15,0.55
96,15,0.7
297,15,0.6
64,104,1.0
64,41,0.55
269,3,0.55
269,221,0.55
269,186,0.6
269,7,0.55
64,1,0.65
215,221,0.6
171,221,0.55
202,221,0.7
206,221,0.55
272,221,0.55
214,221,0.55
312,221,0.55
64,80,0.55
64,219,0.55
186,183,0.55
186,269,0.6
186,204,0.6
186,29,0.55
186,141,0.55
186,35,0.6
186,380,0.55
64,288,0.55
41,64,0.55
142,64,0.55
399,64,0.55
288,64,0.55
312,64,0.55
273,64,0.55
104,64,0.75
304,64,0.7
112,64,0.6
202,288,0.55
159,288,0.55
215,288,0.55
404,288,0.55
198,288,0.55
68,64,0.55
257,269,0.75
60,269,0.55
7,269,0.55
7,64,0.75
13,350,0.6
77,350,0.55
1,350,0.55
347,350,0.65
64,350,0.55
295,350,0.65
353,350,0.6
219,64,0.75
309,64,0.65
80,64,0.55
316,274,0.55
94,64,0.55
1,64,0.65
256,64,0.55
317,64,0.55
64,272,0.55
257,224,0.75
257,320,0.65
257,309,0.65
257,422,0.75
257,218,0.75
257,228,0.75
257,229,0.75
257,244,0.75
257,397,0.75
257,268,0.8
257,400,0.75
64,7,0.65
64,94,0.55
64,100,0.55
60,230,0.55
60,231,0.55
60,100,0.6
60,244,0.7
60,87,0.55
60,251,0.55
60,250,0.65
60,29,0.6
60,191,0.7
60,265,0.7
60,223,0.85
64,304,0.6
64,300,0.55
64,202,0.55
64,189,0.65
64,256,0.55
64,112,0.6
64,249,0.55
