node1,node2,weight
39,1,0.9
1,60,0.9
1,41,0.9
39,17,0.65
39,7,0.65
39,44,0.55
39,21,0.6
39,45,0.55
1,33,0.85
1,6,0.9
1,39,0.9
39,2,0.9
1,23,0.8
57,1,0.85
34,1,0.55
2,1,0.9
36,1,0.7
5,1,0.65
1,10,0.85
39,4,0.55
6,2,0.7
2,7,0.75
2,60,0.75
35,1,0.55
17,1,0.95
19,1,0.95
56,1,0.6
8,1,0.65
2,6,0.75
45,39,0.6
4,39,0.55
21,39,0.6
44,39,0.55
2,62,0.9
2,20,0.75
2,21,0.75
2,41,0.6
21,2,0.75
54,2,0.6
1,2,0.9
64,41,0.55
1,62,0.25
2,54,0.6
2,4,0.75
1,35,0.7
17,39,0.55
36,37,0.55
2,39,0.9
51,1,0.55
64,1,0.65
2,23,0.75
35,56,0.6
35,6,0.6
35,26,0.55
35,7,0.6
1,15,0.55
35,13,0.65
35,33,0.65
7,2,0.75
4,2,0.8
35,28,0.55
41,10,0.7
6,10,0.65
13,10,0.9
21,10,0.9
