node1,node2,weight
7,23,0.7
17,23,0.55
53,7,0.7
6,7,0.75
35,7,0.6
1,7,0.95
39,7,0.65
1,23,0.8
23,7,0.75
23,1,0.85
23,32,0.55
23,20,0.55
23,17,0.55
23,19,0.55
32,23,0.55
19,23,0.75
7,2,0.75
7,39,0.75
7,28,0.6
7,19,0.75
7,54,0.75
7,41,0.75
7,21,0.75
2,23,0.75
47,7,0.55
29,7,0.6
4,7,0.85
41,7,0.95
36,41,0.6
7,35,0.6
13,41,0.7
1,41,0.9
10,41,0.9
4,41,0.55
7,17,0.8
19,7,0.95
7,56,0.65
41,10,0.7
41,4,0.55
41,36,0.6
41,1,0.9
7,55,0.55
7,3,0.8
7,33,0.6
6,10,0.65
1,10,0.85
2,41,0.6
21,10,0.9
47,1,0.6
13,10,0.9
17,3,0.75
17,20,0.6
17,39,0.55
17,4,0.55
7,4,0.7
28,7,0.55
57,7,0.9
33,7,0.6
