node1,node2,weight
32,23,0.55
32,1,0.55
2,23,0.75
7,23,0.7
1,23,0.8
17,23,0.55
32,6,0.55
1,54,0.55
23,17,0.55
54,45,0.6
54,1,0.55
54,2,0.6
54,7,0.8
54,13,0.6
1,17,0.95
23,7,0.75
23,20,0.55
23,19,0.55
23,1,0.85
39,17,0.65
23,32,0.55
7,17,0.8
1,32,0.55
6,32,0.55
4,17,0.65
4,1,1.0
4,13,0.9
4,45,0.8
4,3,0.85
4,31,0.55
4,7,0.85
5,1,0.65
45,54,0.6
7,54,0.75
13,54,0.6
2,54,0.6
34,1,0.55
33,1,0.9
2,6,0.75
7,6,0.65
5,6,0.65
4,6,0.75
10,21,0.9
7,4,0.7
7,20,0.7
34,7,0.55
21,7,0.75
19,7,0.95
29,7,0.6
35,7,0.6
7,36,0.65
7,39,0.75
7,41,0.75
