node1,node2,weight
1,10,0.85
119,1,1.0
100,1,0.65
10,41,0.9
10,6,0.85
10,21,0.9
10,3,0.85
10,25,1.0
10,2,0.85
10,8,0.55
10,1,0.9
227,1,0.55
13,10,0.9
6,10,0.65
21,10,0.9
41,10,0.7
110,1,0.55
6,1,0.9
247,1,0.55
39,1,0.9
23,1,0.85
4,1,1.0
134,1,0.55
71,1,0.9
180,1,0.55
215,1,0.55
192,1,0.8
1,144,0.75
1,47,0.65
1,4,1.0
1,134,0.65
1,138,0.55
1,119,0.55
1,139,0.6
2,1,0.9
51,1,0.55
21,1,0.9
135,1,0.55
31,1,0.65
219,1,1.0
115,1,0.55
8,1,0.65
139,1,0.6
143,1,0.75
167,223,0.9
115,3,0.0
115,39,0.55
2,4,0.75
41,4,0.55
125,4,0.6
19,4,0.65
66,4,0.6
149,4,0.85
72,4,0.7
115,62,0.0
115,78,0.55
178,1,0.9
29,1,0.7
141,1,0.6
115,77,0.65
57,1,0.85
13,1,0.9
144,1,0.75
77,1,0.65
60,1,0.85
115,17,0.55
1,60,0.9
1,41,0.9
1,51,0.55
1,120,0.65
1,8,0.85
1,197,0.9
1,68,0.6
1,192,0.65
1,2,0.9
1,76,0.6
1,54,0.55
115,69,0.65
110,134,0.55
110,104,0.55
110,41,0.55
110,155,0.55
110,76,0.6
110,57,0.55
110,142,0.55
115,2,0.65
1,35,0.7
1,33,0.85
1,6,0.9
1,3,0.8
1,5,0.7
1,219,0.65
1,39,0.9
1,171,0.6
202,219,0.65
37,77,0.55
61,77,0.7
34,1,0.55
225,1,0.55
35,1,0.55
17,1,0.95
104,1,0.6
33,1,0.9
54,1,0.55
2,77,0.6
141,242,0.55
141,186,0.55
141,202,0.55
141,7,0.65
141,134,0.75
141,41,0.55
141,37,0.6
112,77,0.55
112,1,0.55
5,1,0.65
32,1,0.55
132,1,1.0
60,77,0.7
115,35,0.65
125,77,0.6
51,104,0.55
51,33,0.55
51,96,0.6
51,29,0.55
21,77,0.75
110,143,0.55
110,2,0.55
110,144,0.55
110,7,0.55
36,21,0.6
1,20,0.6
241,1,0.9
36,1,0.7
111,1,0.55
1,111,0.6
7,125,0.65
171,125,0.55
4,125,0.6
113,125,0.6
1,125,0.6
77,125,0.55
1,115,0.55
1,57,0.8
1,29,0.7
186,29,0.55
13,29,0.6
206,29,0.55
198,29,0.55
135,29,0.55
219,29,0.55
1,143,0.75
1,21,0.8
1,141,0.55
1,56,0.6
1,245,0.55
1,110,0.55
23,17,0.55
184,17,0.6
4,17,0.65
7,17,0.8
149,17,0.6
81,17,0.55
39,17,0.65
1,78,0.55
2,198,0.75
116,7,0.6
29,7,0.6
60,7,0.85
125,7,0.7
57,7,0.9
55,7,0.55
2,7,0.75
4,7,0.85
2,54,0.6
74,1,0.55
2,166,0.55
132,104,0.55
60,104,0.6
177,104,0.55
153,104,0.6
108,104,0.55
149,104,0.55
88,104,0.65
199,104,0.55
2,149,0.55
77,39,0.65
77,15,0.55
77,6,0.65
77,28,0.65
77,115,0.65
77,61,0.65
77,23,0.55
77,37,0.55
2,142,0.55
1,114,0.6
1,13,0.65
1,9,0.6
1,36,0.65
2,60,0.75
2,62,0.9
202,144,0.9
143,144,0.55
178,144,0.55
181,144,0.55
198,144,0.6
224,144,0.55
2,223,0.9
2,245,0.9
192,135,0.75
192,25,0.6
192,143,0.55
39,45,0.55
219,110,0.55
219,239,0.55
21,39,0.6
21,93,0.9
21,7,0.75
21,114,0.55
21,235,0.55
219,21,0.75
219,7,0.6
199,60,0.55
199,219,0.55
199,185,0.55
199,13,0.55
219,6,0.6
47,1,0.6
47,7,0.55
219,37,0.6
7,29,0.6
212,29,0.55
132,75,0.55
19,7,0.95
19,23,0.75
13,17,0.6
19,1,0.95
100,7,0.7
100,60,0.6
100,111,0.55
100,101,0.55
100,64,0.55
100,202,0.55
100,132,0.55
19,64,0.65
149,78,0.55
36,78,0.6
146,78,0.55
122,78,0.55
7,78,0.55
144,78,0.75
132,78,0.65
214,221,0.55
