node1,node2,weight
7,132,0.75
143,7,0.75
7,171,0.7
7,135,0.6
7,62,0.8
7,153,0.6
7,166,0.55
7,47,0.55
7,122,0.55
7,3,0.8
6,7,0.75
157,132,0.6
21,132,0.6
156,132,0.7
2,132,0.6
104,132,0.55
169,132,0.6
142,132,0.55
55,7,0.55
29,7,0.6
184,7,0.6
80,7,0.55
13,7,0.55
1,7,0.95
166,7,0.65
23,7,0.75
132,113,0.65
132,28,0.55
132,159,0.55
132,138,0.55
132,152,0.55
132,149,0.55
132,104,0.55
78,7,0.55
132,21,0.75
132,156,0.7
132,75,0.55
132,72,0.65
132,157,0.6
132,139,0.55
132,7,1.0
125,7,0.7
132,78,0.65
132,162,0.55
132,134,0.55
41,7,0.95
7,41,0.75
7,21,0.75
7,13,0.55
7,39,0.75
7,109,0.55
7,5,0.55
33,1,0.9
7,116,0.6
122,7,0.55
122,78,0.55
7,144,0.55
2,13,0.55
120,13,0.65
96,13,0.55
35,13,0.65
160,13,0.6
34,13,0.55
7,33,0.6
7,35,0.6
7,184,0.6
7,4,0.7
7,111,0.55
7,76,0.55
7,19,0.75
7,80,0.65
7,53,0.7
7,60,0.75
34,7,0.55
100,7,0.7
155,7,0.75
109,7,0.55
88,7,0.65
116,7,0.6
7,29,0.6
7,120,0.75
7,72,0.6
7,185,0.55
7,155,0.7
7,78,0.55
7,108,0.55
108,23,0.55
104,149,0.55
171,125,0.55
1,125,0.6
7,125,0.65
4,125,0.6
77,125,0.55
113,125,0.6
35,149,0.6
7,34,0.55
13,34,0.55
1,34,0.55
150,149,0.55
21,77,0.75
21,36,0.6
21,7,0.75
21,1,0.9
21,10,0.9
21,93,0.9
21,8,0.95
21,3,0.85
114,149,0.55
113,7,0.9
89,7,0.6
39,7,0.65
68,7,0.6
141,7,0.65
2,149,0.55
35,79,0.55
35,6,0.6
35,7,0.6
35,65,0.55
35,70,0.55
39,149,0.7
47,1,0.6
47,7,0.55
179,147,0.55
1,132,0.55
13,56,0.55
13,104,0.65
13,41,0.7
13,25,1.0
13,96,0.55
127,132,0.55
149,132,0.55
35,104,0.65
35,110,0.6
35,28,0.55
35,33,0.65
35,1,0.55
64,112,0.6
186,35,0.6
132,1,1.0
132,2,0.6
132,169,0.6
26,35,0.65
7,28,0.6
7,57,0.7
7,100,0.6
7,156,0.55
7,89,0.6
115,35,0.65
132,142,0.55
132,100,0.55
65,35,0.6
79,35,0.55
36,35,0.6
104,35,0.65
96,35,0.55
1,35,0.7
69,35,0.6
33,35,0.7
6,35,0.7
39,17,0.65
39,44,0.55
39,69,0.6
39,143,0.6
39,2,0.9
39,1,0.9
108,7,0.55
2,21,0.75
36,21,0.6
39,21,0.6
93,21,0.9
72,21,0.55
10,21,0.9
60,21,0.55
1,21,0.8
115,78,0.55
144,78,0.75
60,78,0.55
1,78,0.55
149,78,0.55
61,20,0.9
133,7,0.55
137,7,0.55
134,7,0.65
144,7,0.55
64,7,0.65
13,156,0.55
13,4,0.9
13,159,0.55
13,6,0.45
