node1,node2,weight
171,7,0.7
125,171,0.55
171,283,0.6
171,346,0.6
171,45,0.6
171,104,0.55
171,221,0.55
171,235,0.6
171,309,0.55
171,1,0.6
171,113,0.55
171,125,0.55
171,310,0.0
171,198,0.6
45,171,0.6
221,171,0.55
273,171,0.55
346,171,0.55
1,171,0.6
309,171,0.55
224,171,0.55
325,171,0.55
206,7,0.6
304,7,0.6
7,125,0.65
113,125,0.6
4,125,0.6
77,125,0.55
1,125,0.6
235,7,0.75
222,7,0.6
257,224,0.75
171,224,0.55
144,224,0.55
60,224,0.7
198,224,0.55
249,7,0.75
113,171,0.55
283,171,0.6
29,171,0.55
7,171,0.7
104,171,0.55
254,7,0.55
212,7,0.55
1,309,0.6
64,309,0.65
257,309,0.65
188,7,0.55
171,325,0.55
198,171,0.6
7,161,0.65
1,311,0.55
1,266,0.55
1,5,0.7
1,56,0.6
1,114,0.6
1,111,0.6
1,234,0.55
1,54,0.55
7,143,0.7
64,142,0.55
64,80,0.55
64,7,0.65
64,272,0.55
64,202,0.55
64,317,0.55
64,189,0.65
7,195,0.55
212,132,0.55
212,29,0.55
212,202,0.55
212,209,0.55
212,60,0.7
7,132,0.75
7,193,0.65
7,283,0.65
144,283,0.55
295,283,0.75
198,283,0.55
284,283,1.0
257,283,0.65
7,232,0.65
45,313,0.55
45,315,0.55
45,54,0.6
45,4,0.75
45,318,0.55
45,62,0.75
45,176,0.65
45,53,0.6
7,34,0.55
171,273,0.55
224,198,0.55
1,141,0.55
215,7,0.75
186,141,0.55
242,141,0.55
273,141,0.6
202,141,0.55
37,141,0.6
243,141,0.6
256,141,0.55
1,13,0.65
1,41,0.9
1,39,0.9
1,60,0.9
1,76,0.6
1,32,0.55
1,34,0.55
1,15,0.55
141,1,0.6
141,273,0.55
141,275,0.55
141,285,0.55
141,134,0.75
141,242,0.55
141,186,0.55
141,256,0.55
132,7,1.0
304,1,0.55
21,1,0.9
311,1,0.55
10,1,0.9
114,1,0.6
2,1,0.9
75,1,0.6
198,7,0.65
1,35,0.7
1,10,0.85
1,261,0.55
1,7,0.95
1,312,0.55
1,80,0.6
275,141,0.55
41,141,0.55
120,7,0.75
134,141,0.75
7,141,0.6
1,119,0.55
104,110,0.6
104,191,0.55
7,243,0.7
60,243,0.75
104,60,0.65
251,1,0.75
19,1,0.95
41,1,0.9
330,1,0.75
33,1,0.9
270,1,0.75
274,1,0.55
104,96,0.55
174,41,0.55
162,41,0.55
83,41,0.55
60,41,0.55
167,41,0.55
147,41,0.55
4,41,0.55
104,202,0.65
10,41,0.9
10,8,0.55
10,25,1.0
10,3,0.85
10,2,0.85
10,6,0.85
104,132,0.55
167,2,0.9
7,2,0.75
142,2,0.55
54,2,0.6
156,2,0.55
61,2,0.6
202,2,0.7
104,111,0.7
104,296,0.75
7,269,0.55
7,88,0.75
7,235,0.75
7,72,0.6
7,62,0.8
7,80,0.65
7,272,0.6
7,135,0.6
76,110,0.65
76,7,0.55
76,1,0.6
346,345,0.55
224,257,0.7
224,60,0.75
143,173,0.55
60,142,0.55
60,250,0.65
60,178,0.6
60,172,0.55
60,1,0.85
60,7,0.85
60,312,0.7
60,56,0.6
143,153,0.55
143,142,0.6
143,192,0.55
224,144,0.55
143,39,0.6
231,60,0.55
2,60,0.75
251,60,0.75
172,60,0.55
160,60,0.55
217,60,0.6
21,60,0.75
143,144,0.55
266,60,0.75
78,60,0.55
87,60,0.55
252,60,0.55
29,60,0.6
229,60,0.6
254,60,0.65
143,80,0.55
261,60,0.6
75,60,0.65
276,60,0.65
198,60,0.6
7,60,0.75
60,198,0.55
104,41,0.55
104,35,0.65
41,83,0.55
41,104,0.55
41,202,0.6
41,132,0.55
41,201,0.55
41,70,0.55
41,10,0.7
41,13,0.65
104,190,0.55
104,108,0.55
104,64,0.75
104,51,0.55
104,177,0.6
104,189,0.6
199,104,0.55
88,104,0.65
202,104,0.65
13,104,0.65
51,104,0.55
257,104,0.75
177,104,0.55
104,23,1.0
157,41,0.55
86,41,0.55
257,41,0.7
132,41,0.55
105,41,0.55
41,167,0.55
41,140,0.55
41,7,0.95
104,1,0.6
8,1,0.65
60,264,0.7
60,265,0.7
60,269,0.55
60,212,0.7
60,279,0.6
60,208,0.65
234,1,0.55
41,86,0.55
41,89,0.55
41,75,0.55
41,147,0.55
41,60,0.55
41,68,0.55
177,1,0.7
51,33,0.55
51,29,0.55
51,1,0.55
51,96,0.6
215,1,0.55
41,157,0.55
41,265,0.55
41,162,0.55
320,1,0.65
271,202,0.55
240,202,0.6
251,202,0.75
132,202,0.6
176,202,0.55
206,202,0.65
148,41,0.55
140,41,0.55
7,41,0.75
163,41,0.55
68,41,0.55
137,41,0.55
9,1,1.0
2,41,0.6
13,41,0.7
15,36,0.55
125,108,0.55
108,104,0.55
108,7,0.55
108,60,0.55
108,23,0.55
1,120,0.65
1,81,0.55
23,108,0.55
60,108,0.55
274,108,0.55
7,108,0.55
1,304,0.65
125,1,0.75
125,4,0.6
125,7,0.7
125,77,0.6
125,113,0.6
1,21,0.8
1,159,0.6
257,321,0.75
41,148,0.55
182,148,0.55
60,148,0.6
257,261,0.75
41,257,0.6
41,110,0.55
60,261,0.6
41,304,0.55
148,60,0.6
148,182,0.55
89,7,0.6
89,41,0.55
243,60,0.8
60,104,0.6
243,7,0.85
60,147,0.55
60,159,0.6
60,285,0.55
60,214,0.6
110,104,0.55
60,75,0.65
60,252,0.55
60,299,0.6
60,191,0.7
56,60,0.6
339,60,0.65
244,60,0.6
