node1,node2,weight
1,80,0.6
4,1,1.0
80,64,0.55
80,25,0.6
80,81,0.9
80,7,0.55
34,1,0.55
7,80,0.65
64,80,0.55
32,1,0.55
1,20,0.6
1,76,0.6
1,39,0.9
1,33,0.85
1,68,0.6
1,32,0.55
1,34,0.55
75,1,0.6
1,62,0.25
1,61,0.75
1,60,0.9
1,41,0.9
10,1,0.9
60,41,0.55
21,7,0.75
2,1,0.9
35,1,0.55
17,1,0.95
56,1,0.6
78,1,0.55
31,1,0.65
36,7,0.7
33,35,0.7
33,57,0.55
33,7,0.6
33,1,0.9
33,51,0.55
54,7,0.8
68,64,0.55
68,1,0.6
68,7,0.6
68,41,0.55
47,7,0.55
19,1,0.95
51,1,0.55
81,1,0.55
41,1,0.9
60,7,0.85
1,71,0.55
1,15,0.55
1,78,0.55
1,47,0.65
35,69,0.55
7,47,0.55
7,1,0.85
7,76,0.55
7,19,0.75
7,6,0.65
7,20,0.7
7,60,0.75
7,62,0.8
1,51,0.55
1,19,0.8
1,8,0.85
1,54,0.55
7,89,0.6
9,1,1.0
74,1,0.55
64,1,0.65
7,28,0.6
1,64,0.65
7,78,0.55
1,31,0.6
1,2,0.9
36,46,0.55
1,3,0.8
60,78,0.55
36,78,0.6
1,56,0.6
87,60,0.55
75,60,0.65
21,60,0.75
77,60,0.7
35,33,0.65
7,33,0.6
5,1,0.65
6,1,0.9
13,1,0.9
71,1,0.9
57,33,0.55
35,70,0.55
35,56,0.6
35,26,0.55
51,33,0.55
51,29,0.55
