node1,node2,weight
2,77,0.6
39,2,0.9
112,77,0.55
60,77,0.7
37,77,0.55
21,77,0.75
125,77,0.6
61,77,0.7
115,77,0.65
149,2,0.55
135,2,0.55
7,2,0.75
21,2,0.75
156,2,0.55
13,2,0.6
142,2,0.55
132,2,0.6
61,2,0.6
115,2,0.65
2,142,0.55
2,23,0.75
2,135,0.6
2,21,0.75
2,20,0.75
2,149,0.55
2,60,0.75
2,62,0.9
2,4,0.75
2,13,0.55
6,2,0.7
110,2,0.55
77,39,0.65
77,15,0.55
77,115,0.65
77,112,0.55
77,60,0.7
77,125,0.55
77,131,0.55
77,61,0.65
77,28,0.65
163,41,0.55
7,21,0.75
198,2,0.9
54,2,0.6
10,2,0.85
93,21,0.9
2,41,0.6
2,39,0.9
2,54,0.6
2,166,0.55
2,3,0.9
77,21,0.75
77,37,0.55
77,20,0.65
77,23,0.55
77,6,0.65
77,1,0.65
39,21,0.6
45,39,0.6
4,39,0.55
1,39,0.9
7,39,0.75
114,39,0.55
69,39,0.6
109,39,0.55
1,21,0.8
113,125,0.6
7,125,0.65
171,125,0.55
1,125,0.6
4,125,0.6
132,21,0.75
60,21,0.55
2,198,0.75
60,194,0.55
17,4,0.55
4,2,0.8
146,2,0.55
61,4,0.65
1,2,0.9
45,4,0.75
96,15,0.7
97,15,0.6
70,15,0.55
167,15,0.55
1,15,0.55
57,4,0.6
60,87,0.55
60,160,0.55
60,193,0.55
60,112,0.7
60,1,0.85
60,7,0.85
60,88,0.6
60,159,0.6
19,4,0.65
2,178,0.65
2,6,0.75
2,7,0.75
7,4,0.7
170,142,0.55
60,142,0.55
132,142,0.55
7,142,0.65
110,142,0.55
143,142,0.6
64,142,0.55
6,4,0.6
21,60,0.75
199,60,0.55
108,60,0.55
159,60,0.6
160,60,0.55
142,60,0.55
56,60,0.6
172,60,0.55
87,4,0.55
4,61,0.6
112,61,0.6
109,61,0.55
1,61,0.75
93,61,0.65
41,162,0.55
114,21,0.55
17,28,0.55
112,28,0.6
35,28,0.55
7,28,0.6
69,28,0.65
132,28,0.55
36,21,0.6
167,2,0.9
72,21,0.55
142,7,0.7
142,143,0.6
142,170,0.55
142,132,0.55
142,64,0.55
142,110,0.55
10,21,0.9
2,110,0.55
2,156,0.55
64,100,0.55
2,1,0.9
21,1,0.9
21,10,0.9
21,8,0.95
21,3,0.85
21,7,0.75
135,6,0.55
81,1,0.55
141,1,0.6
41,1,0.9
134,1,0.55
4,3,0.85
4,45,0.8
4,66,0.6
4,72,0.7
4,17,0.65
4,19,0.8
76,1,0.6
35,149,0.6
104,149,0.55
114,149,0.55
62,149,0.55
150,149,0.55
173,149,0.55
17,149,0.6
132,149,0.55
75,1,0.6
4,1,1.0
10,8,0.55
10,41,0.9
10,1,0.9
10,6,0.85
10,3,0.85
10,25,1.0
171,1,0.6
41,13,0.65
2,132,0.6
21,39,0.6
21,114,0.55
21,132,0.6
21,93,0.9
143,173,0.55
115,17,0.55
2,167,0.9
115,62,0.0
115,3,0.0
60,108,0.55
60,191,0.7
60,104,0.6
60,172,0.55
60,148,0.6
115,1,0.55
115,39,0.55
115,69,0.65
