node1,node2,weight
115,2,0.65
10,2,0.85
115,17,0.55
115,77,0.65
115,78,0.55
115,62,0.0
115,3,0.0
115,1,0.55
115,39,0.55
142,2,0.55
1,115,0.55
112,115,0.6
77,115,0.65
39,2,0.9
1,2,0.9
13,2,0.6
132,2,0.6
146,2,0.55
21,2,0.75
54,2,0.6
6,2,0.7
110,2,0.55
7,2,0.75
149,80,0.75
39,69,0.6
135,2,0.55
149,2,0.55
4,2,0.8
39,149,0.7
54,13,0.6
54,45,0.6
54,129,0.55
54,62,0.6
54,1,0.55
54,7,0.8
39,1,0.9
35,149,0.6
114,149,0.55
129,149,0.55
81,149,0.55
104,149,0.55
80,149,0.75
2,149,0.55
39,17,0.65
7,133,0.55
7,76,0.55
7,19,0.75
7,100,0.6
7,47,0.55
7,34,0.55
7,89,0.6
7,96,0.55
7,6,0.65
39,44,0.55
110,7,0.55
110,104,0.55
110,142,0.55
110,143,0.55
110,76,0.6
110,144,0.55
39,7,0.65
75,1,0.6
5,1,0.65
111,1,0.55
71,1,0.9
32,1,0.55
77,1,0.65
139,1,0.6
104,108,0.55
125,77,0.6
104,51,0.55
2,142,0.55
4,6,0.75
4,87,0.55
4,41,0.55
4,72,0.7
4,17,0.65
4,1,1.0
4,13,0.9
2,77,0.6
2,135,0.6
2,6,0.75
2,3,0.9
74,1,0.55
6,1,0.9
51,1,0.55
21,1,0.9
104,1,0.6
33,1,0.9
2,4,0.75
69,81,0.6
69,23,0.55
69,35,0.6
69,39,0.6
69,28,0.65
69,62,0.55
69,99,0.7
2,54,0.6
1,111,0.6
1,34,0.55
1,39,0.9
1,33,0.85
1,19,0.8
1,9,0.6
1,145,0.55
1,141,0.55
119,25,0.55
60,77,0.7
32,23,0.55
32,6,0.55
37,77,0.55
6,10,0.65
21,10,0.9
1,10,0.85
41,10,0.7
13,10,0.9
112,77,0.55
149,132,0.55
149,104,0.55
149,35,0.7
149,17,0.6
149,129,0.55
149,114,0.55
21,77,0.75
149,25,1.0
35,104,0.65
149,81,0.65
35,110,0.6
41,110,0.55
143,110,0.55
2,110,0.55
112,110,0.55
134,110,0.55
104,110,0.6
17,81,0.55
1,81,0.55
13,54,0.6
129,54,0.55
45,54,0.6
62,54,0.6
7,54,0.75
1,54,0.55
143,81,0.55
115,69,0.65
115,35,0.65
93,81,0.6
2,23,0.75
2,41,0.6
107,81,0.65
1,5,0.7
6,5,0.6
7,5,0.55
