node1,node2,weight
1,320,0.65
142,320,0.55
320,410,0.55
320,443,0.6
320,60,0.55
320,1,0.65
320,142,0.55
410,320,0.65
353,1,1.0
257,320,0.65
443,320,0.6
399,1,0.55
261,1,0.55
51,1,0.55
17,1,0.95
8,1,0.65
57,1,0.85
266,1,0.6
178,1,0.9
142,64,0.55
142,7,0.7
142,203,0.55
142,2,0.55
142,132,0.55
142,143,0.6
142,170,0.55
142,110,0.55
1,384,0.55
353,493,0.55
1,110,0.55
171,493,0.55
202,493,0.55
387,493,0.55
488,493,0.55
13,493,0.65
417,493,0.75
41,110,0.55
353,134,1.0
353,325,0.55
353,433,0.55
353,35,0.55
353,209,0.6
353,25,0.55
353,156,0.55
353,144,0.55
493,13,0.65
493,353,0.55
493,417,0.75
493,171,0.55
493,202,0.55
493,488,0.55
493,387,0.55
76,110,0.65
353,386,0.55
353,310,0.0
353,468,0.55
353,135,0.6
353,202,0.65
353,494,0.55
143,110,0.55
353,57,0.6
353,13,0.8
353,350,0.6
57,110,0.55
144,110,0.55
353,198,0.55
353,304,0.55
2,110,0.55
7,60,0.75
235,171,0.55
257,278,0.75
257,234,0.75
235,20,0.55
235,455,0.6
235,7,0.75
235,21,0.55
235,406,0.55
235,348,0.55
257,340,0.8
112,235,0.55
7,235,0.75
460,235,0.55
21,235,0.55
406,235,0.55
455,235,0.6
202,235,0.8
348,235,0.55
257,348,0.65
113,171,0.55
273,171,0.55
198,171,0.6
1,171,0.6
491,171,0.55
325,171,0.55
408,171,0.55
45,171,0.6
257,251,0.75
257,344,0.75
171,235,0.6
257,295,0.7
257,331,0.75
257,413,0.75
7,171,0.7
283,171,0.6
390,171,0.6
29,171,0.55
257,265,0.7
257,242,0.75
257,41,0.7
405,171,0.55
156,353,0.55
7,489,0.55
7,134,0.65
7,322,0.7
7,141,0.6
7,447,0.65
7,203,0.65
7,383,0.55
7,232,0.65
57,353,0.6
241,340,0.8
60,340,0.55
304,353,0.55
171,224,0.55
171,310,0.0
171,273,0.55
171,346,0.6
171,45,0.6
171,283,0.6
171,325,0.55
171,408,0.55
64,353,0.55
346,171,0.55
221,171,0.55
224,171,0.55
125,171,0.55
198,353,0.55
104,171,0.55
494,353,0.55
257,341,0.7
257,417,0.7
257,400,0.75
257,377,0.7
257,362,0.7
35,353,0.55
209,353,0.55
167,491,0.55
411,491,0.55
13,491,0.65
304,491,0.55
171,491,0.55
452,491,0.55
427,491,0.55
249,491,0.65
384,171,0.6
203,142,0.55
60,142,0.55
41,140,0.55
41,10,0.7
41,105,0.55
41,104,0.55
41,4,0.55
41,70,0.55
41,148,0.55
41,147,0.55
64,142,0.55
309,171,0.55
110,142,0.55
60,257,1.0
309,257,0.6
406,257,0.55
41,257,0.6
284,257,0.7
361,257,0.55
314,257,0.7
346,257,0.55
143,142,0.6
359,257,0.65
333,257,0.7
339,257,0.7
372,257,0.75
2,142,0.55
77,112,0.55
60,112,0.7
174,112,0.55
96,112,0.55
64,112,0.6
353,409,0.55
170,142,0.55
114,146,0.55
456,443,0.6
459,443,0.55
7,153,0.6
459,378,0.55
459,475,0.55
7,122,0.55
214,443,0.6
198,443,0.6
280,443,0.6
7,155,0.7
7,424,0.6
475,459,0.55
443,459,0.55
7,393,0.55
443,456,0.6
7,365,0.55
7,219,0.55
443,214,0.6
443,280,0.6
443,410,0.0
443,198,0.6
253,95,0.55
325,353,0.55
353,215,0.6
325,228,0.55
325,104,0.75
325,33,0.55
325,62,0.6
325,177,0.55
325,19,0.55
228,325,0.55
19,325,0.55
62,325,0.55
177,325,0.55
33,325,0.55
386,353,0.55
468,353,0.6
409,353,0.55
144,353,0.55
215,353,0.6
433,353,0.6
425,353,0.55
472,399,0.55
408,399,0.55
203,399,0.55
1,399,0.55
353,484,0.55
178,399,0.6
405,433,0.55
421,433,0.6
404,433,0.6
436,433,0.55
346,399,0.55
1,353,0.75
350,353,0.6
135,353,0.55
64,399,0.55
178,25,0.75
80,25,0.6
135,25,0.45
363,25,0.6
13,25,1.0
309,25,0.0
119,25,0.55
304,25,1.0
273,399,0.55
356,370,0.55
192,25,0.6
1,192,0.65
135,192,0.6
143,192,0.55
192,1,0.8
192,135,0.75
192,143,0.55
156,25,0.55
427,25,0.45
342,25,1.0
10,25,1.0
310,25,0.55
257,414,0.7
257,415,0.75
57,25,0.6
113,25,1.0
361,25,0.0
257,277,0.75
257,266,0.75
257,342,0.7
495,342,0.6
135,342,0.45
393,342,0.55
13,342,0.6
214,342,0.6
395,342,1.0
304,342,0.65
257,339,0.7
219,1,1.0
115,1,0.55
47,1,0.6
81,1,0.55
64,1,0.65
114,1,0.6
356,1,0.55
348,386,0.55
348,383,0.55
257,105,0.8
6,10,0.65
13,10,0.9
21,10,0.9
1,10,0.85
257,229,0.75
257,276,0.7
427,463,0.0
427,202,0.7
427,163,0.55
427,104,0.55
427,449,0.6
427,441,0.6
427,467,0.0
149,25,1.0
163,427,0.55
202,427,0.7
491,427,0.55
441,427,0.6
104,427,0.65
393,203,0.55
393,7,0.55
393,405,0.55
393,394,0.65
393,347,0.55
393,144,0.55
393,387,0.6
113,72,0.55
113,317,0.55
113,203,0.6
113,244,0.55
113,219,0.55
113,57,0.6
484,1,0.75
180,1,0.55
464,1,0.55
144,1,0.75
4,1,1.0
74,1,0.55
41,1,0.9
5,1,0.65
350,1,0.55
71,1,0.9
7,144,0.55
113,135,0.6
113,23,0.6
113,158,0.55
