node1,node2,weight
115,17,0.55
1,17,0.95
1,115,0.55
112,115,0.6
77,115,0.65
7,17,0.8
17,3,0.75
17,23,0.55
17,81,0.55
17,4,0.55
17,39,0.55
17,20,0.6
17,7,0.7
17,28,0.55
17,13,0.6
23,17,0.55
17,1,0.95
13,17,0.6
39,17,0.65
4,17,0.65
81,17,0.55
7,39,0.75
1,74,0.55
7,1,0.85
7,29,0.6
7,57,0.7
7,88,0.75
7,28,0.6
7,6,0.65
1,111,0.6
1,81,0.55
1,62,0.25
115,77,0.65
115,78,0.55
115,2,0.65
115,62,0.0
115,3,0.0
115,1,0.55
1,31,0.6
1,21,0.8
115,69,0.65
115,35,0.65
1,120,0.65
7,21,0.75
1,110,0.55
28,7,0.55
28,35,0.55
28,69,0.65
1,109,0.55
2,3,0.9
2,77,0.6
2,39,0.9
2,7,0.75
2,60,0.75
2,21,0.75
2,20,0.75
2,110,0.55
2,4,0.75
1,10,0.85
120,7,0.75
47,7,0.55
78,7,0.55
6,7,0.75
80,7,0.55
76,7,0.55
1,8,0.85
81,107,0.6
81,69,0.6
81,93,0.65
81,1,0.55
1,54,0.55
21,93,0.9
21,77,0.75
21,2,0.75
21,1,0.9
21,7,0.75
21,36,0.6
21,10,0.9
21,8,0.95
21,114,0.55
1,4,1.0
120,13,0.65
1,15,0.55
96,6,0.0
2,6,0.75
10,6,0.85
35,6,0.6
1,6,0.9
77,6,0.65
5,6,0.65
29,1,0.7
10,8,0.55
57,64,0.75
60,78,0.55
13,4,0.9
77,23,0.55
2,23,0.75
7,23,0.7
32,23,0.55
69,23,0.55
1,23,0.8
26,4,0.55
1,34,0.55
1,57,0.8
1,5,0.7
1,64,0.65
1,71,0.55
39,4,0.55
1,68,0.6
1,125,0.6
1,60,0.9
1,41,0.9
1,47,0.65
7,4,0.7
2,13,0.55
2,62,0.9
2,1,0.9
61,4,0.65
78,1,0.55
32,1,0.55
76,1,0.6
75,1,0.6
4,1,1.0
77,1,0.65
71,1,0.9
6,4,0.6
60,77,0.7
61,77,0.7
125,77,0.6
112,77,0.55
