node1,node2,weight
1,6,0.9
1,215,0.55
258,6,0.55
378,215,0.55
229,215,0.55
202,215,0.8
290,215,0.55
324,215,0.55
288,215,0.55
198,215,0.55
2,6,0.75
215,353,0.6
215,290,0.55
215,249,0.55
215,7,0.75
215,221,0.6
215,378,0.55
215,33,0.55
77,6,0.65
274,215,0.6
249,215,0.55
321,215,0.55
33,215,0.55
5,6,0.65
215,324,0.55
215,274,0.55
215,288,0.55
215,1,0.55
215,202,0.8
215,321,0.55
7,6,0.65
1,41,0.9
1,39,0.9
1,135,0.7
1,143,0.75
1,109,0.55
1,3,0.8
1,8,0.85
1,178,0.85
1,60,0.9
13,6,0.45
180,1,0.55
111,1,0.55
112,1,0.55
132,1,1.0
399,1,0.55
7,1,0.85
32,1,0.55
280,6,0.55
13,1,0.9
125,1,0.75
219,1,1.0
35,1,0.55
17,1,0.95
54,1,0.55
141,1,0.6
1,34,0.55
6,384,0.8
324,1,0.55
324,202,0.55
324,204,0.55
6,32,0.55
109,61,0.55
109,7,0.55
109,39,0.55
6,10,0.65
6,1,0.9
1,68,0.6
1,296,0.55
1,104,0.55
1,51,0.55
1,223,0.85
1,62,0.25
1,21,0.8
6,35,0.7
215,198,0.6
215,143,0.55
6,173,0.65
1,81,0.55
1,7,0.95
1,33,0.85
1,251,0.6
1,110,0.55
6,2,0.7
6,5,0.6
200,13,0.55
350,13,0.6
1,13,0.65
156,13,0.55
4,13,0.9
41,13,0.65
361,13,0.55
6,258,0.55
1,260,0.55
1,9,0.6
4,6,0.75
35,6,0.6
1,35,0.7
1,159,0.6
1,304,0.65
1,80,0.6
1,192,0.65
1,320,0.65
1,384,0.55
1,32,0.55
1,134,0.65
1,350,0.55
215,229,0.55
1,144,0.75
6,198,0.6
6,7,0.75
6,280,0.55
1,10,0.85
143,173,0.55
149,173,0.55
113,173,0.6
1,197,0.9
1,4,1.0
198,353,0.55
202,353,0.65
35,353,0.55
13,353,0.8
156,353,0.55
1,353,0.75
386,353,0.55
1,71,0.55
200,179,0.45
200,268,0.6
200,7,0.6
200,62,0.55
1,309,0.6
198,378,0.55
159,378,0.55
203,378,0.6
7,378,0.55
1,308,0.65
100,111,0.55
1,111,0.6
104,111,0.7
7,111,0.55
1,56,0.6
1,31,0.6
1,274,0.55
1,270,0.75
1,114,0.6
7,143,0.7
173,143,0.55
135,143,0.55
380,143,0.55
183,143,0.55
351,143,0.55
1,5,0.7
149,6,0.8
135,6,0.55
96,6,0.0
268,6,0.65
56,13,0.55
160,13,0.6
120,13,0.65
35,13,0.65
270,13,0.55
248,383,0.55
204,324,0.55
204,293,0.55
204,80,0.55
204,202,0.6
204,7,0.55
204,186,0.6
204,62,0.75
204,274,0.55
7,204,0.55
135,204,0.4
293,204,0.55
202,204,0.6
80,204,0.55
186,204,0.6
2,204,0.45
1,324,0.55
62,149,0.55
62,196,0.55
29,1,0.7
384,1,0.55
57,1,0.85
192,1,0.8
320,1,0.65
62,69,0.55
62,304,0.55
202,358,0.65
202,36,0.65
202,153,0.7
202,135,0.6
202,280,0.6
202,286,0.55
202,221,0.7
62,54,0.6
1,311,0.55
1,399,0.55
62,325,0.55
62,202,0.6
