node1,node2,weight
408,454,0.6
408,470,0.55
101,454,0.55
468,470,0.55
453,454,0.55
408,171,0.55
408,469,0.55
408,144,0.6
408,399,0.55
408,465,0.55
408,405,0.6
408,387,0.55
408,393,0.6
113,171,0.55
221,171,0.55
493,171,0.55
491,171,0.55
273,171,0.55
7,171,0.7
198,171,0.6
135,223,0.55
256,469,0.6
405,171,0.55
469,408,0.55
469,256,0.6
283,171,0.6
256,405,0.55
256,77,0.55
256,402,0.55
256,287,0.55
256,295,0.55
256,64,0.55
256,29,0.55
224,171,0.55
384,171,0.6
256,206,0.55
256,153,0.55
256,321,0.6
256,141,0.55
125,171,0.55
41,110,0.55
104,13,0.7
206,198,0.55
454,101,0.55
472,198,0.55
215,198,0.6
499,198,0.6
330,198,0.65
353,198,0.55
7,198,0.65
171,198,0.6
412,198,0.55
454,408,0.55
198,399,0.6
198,353,0.55
198,7,0.65
198,499,0.55
198,378,0.55
198,2,0.9
198,455,0.55
198,288,0.55
454,453,0.55
29,206,0.55
221,206,0.55
7,206,0.6
234,206,0.55
180,206,0.55
307,206,0.55
233,206,0.55
201,206,0.55
399,198,0.6
256,202,0.8
198,386,0.55
198,230,0.75
198,330,0.65
198,262,0.55
198,132,0.55
198,60,0.6
198,457,0.55
198,29,0.55
256,166,0.6
198,215,0.55
198,394,0.55
198,150,0.55
198,224,0.55
273,399,0.55
472,399,0.55
1,399,0.55
178,399,0.6
484,399,0.55
203,399,0.55
249,198,0.55
29,198,0.55
285,198,0.55
443,198,0.6
421,198,0.55
132,198,0.6
144,198,0.6
230,198,0.75
262,198,0.55
410,198,0.6
387,198,0.55
386,198,0.55
256,428,0.55
6,198,0.6
416,198,0.55
150,198,0.55
202,212,0.55
198,249,0.55
249,62,0.55
249,215,0.55
249,491,0.65
249,393,0.55
249,241,0.9
249,7,0.75
249,323,0.55
198,472,0.6
472,412,0.6
472,350,0.55
13,491,0.65
411,491,0.55
304,491,0.55
452,491,0.55
427,491,0.55
167,491,0.55
171,491,0.55
249,167,0.55
249,371,0.55
249,64,0.55
249,349,0.55
7,96,0.55
7,184,0.6
7,447,0.65
7,484,0.6
7,418,0.6
7,41,0.75
7,21,0.75
7,72,0.6
7,62,0.8
7,4,0.7
323,249,0.55
367,249,0.55
393,249,0.55
7,249,0.55
349,249,0.75
371,249,0.55
62,249,0.55
491,249,0.55
62,54,0.6
62,149,0.55
62,75,0.6
62,202,0.6
62,196,0.55
62,208,0.55
62,285,0.55
215,249,0.55
241,249,1.0
167,249,0.55
198,411,0.55
405,393,0.55
198,421,0.55
387,393,0.6
479,393,0.55
21,235,0.55
21,93,0.9
21,308,0.8
21,77,0.75
21,1,0.9
21,10,0.9
21,114,0.55
21,7,0.75
21,39,0.6
347,393,0.55
7,393,0.55
394,393,0.65
342,393,0.55
198,416,0.55
203,393,0.55
171,235,0.6
29,383,0.6
7,235,0.75
406,235,0.55
112,235,0.55
348,235,0.55
455,235,0.6
460,235,0.55
202,235,0.8
29,347,0.55
29,186,0.55
29,171,0.55
235,171,0.55
325,171,0.55
45,171,0.6
29,60,0.6
309,171,0.55
171,7,0.7
171,405,0.55
171,408,0.55
171,309,0.55
171,273,0.55
171,224,0.55
171,384,0.6
29,256,0.55
235,7,0.75
235,406,0.55
235,20,0.55
235,21,0.55
235,455,0.6
235,348,0.55
29,219,0.55
171,45,0.6
21,8,0.95
21,3,0.85
21,2,0.75
21,467,0.55
455,198,0.55
29,135,0.55
29,302,0.55
29,280,0.55
29,120,0.6
29,212,0.55
29,7,0.6
378,198,0.55
295,256,0.65
402,256,0.55
77,256,0.55
166,256,0.55
64,256,0.55
428,256,0.55
206,256,0.55
457,198,0.55
347,405,0.55
347,202,0.55
347,350,0.65
455,2,0.55
455,4,0.6
455,15,0.6
288,198,0.55
393,405,0.55
477,405,0.55
7,405,0.6
433,405,0.55
171,221,0.55
72,21,0.55
60,21,0.55
284,21,0.55
219,21,0.75
132,21,0.75
93,21,0.9
346,171,0.55
1,171,0.6
390,171,0.6
1,135,0.7
7,135,0.6
304,135,0.55
181,135,0.55
178,135,0.6
353,135,0.6
330,135,0.0
198,387,0.55
273,60,0.65
273,206,0.6
273,227,0.55
273,64,0.55
273,159,0.55
273,465,0.55
171,1,0.6
171,310,0.0
171,125,0.55
171,104,0.55
171,283,0.6
134,101,0.55
171,113,0.55
100,101,0.55
135,304,0.55
135,6,0.55
135,167,0.55
135,293,0.55
135,342,0.45
135,204,0.4
135,181,0.55
135,179,0.45
230,101,0.6
21,284,0.55
21,60,0.75
21,36,0.6
88,101,0.95
489,7,0.55
175,7,0.6
204,7,0.55
207,7,0.6
480,7,0.6
447,7,0.7
386,7,0.6
326,7,0.55
399,273,0.55
257,273,0.8
144,273,0.55
227,273,0.55
141,273,0.55
159,273,0.55
60,273,0.6
1,101,0.55
45,53,0.6
45,54,0.6
45,315,0.55
45,435,0.55
45,62,0.75
45,318,0.55
45,39,0.6
459,443,0.55
234,1,0.55
206,234,0.55
257,234,0.75
1,234,0.55
1,21,0.8
1,119,0.55
1,36,0.65
1,271,0.55
1,7,0.95
1,481,0.55
1,20,0.6
1,245,0.55
1,47,0.65
1,74,0.55
1,35,0.7
1,33,0.85
1,6,0.9
1,353,0.75
1,274,0.55
1,202,0.55
1,311,0.55
1,215,0.55
1,39,0.9
1,312,0.55
1,132,0.55
1,227,0.55
1,2,0.9
1,76,0.6
1,17,0.95
1,31,0.6
1,104,0.55
249,367,0.55
1,144,0.75
1,56,0.6
1,197,0.9
1,60,0.9
1,61,0.75
1,165,0.55
1,80,0.6
145,1,0.55
7,330,0.75
80,330,0.65
1,421,0.6
1,3,0.8
1,8,0.85
1,492,0.55
1,143,0.75
1,464,0.55
1,54,0.55
1,138,0.55
1,330,0.75
251,1,0.75
111,1,0.55
141,1,0.6
110,1,0.55
271,1,0.55
114,1,0.6
396,1,0.7
35,1,0.55
17,1,0.95
135,330,0.45
1,10,0.85
1,71,0.55
1,260,0.55
1,178,0.85
1,159,0.6
1,192,0.65
270,1,0.75
401,402,0.55
1,23,0.8
1,223,0.85
1,139,0.6
135,192,0.6
143,192,0.55
236,402,0.55
74,1,0.55
135,1,0.55
54,62,0.6
64,249,0.55
285,62,0.55
1,225,0.55
1,15,0.55
1,62,0.25
1,266,0.55
1,320,0.65
77,20,0.65
61,20,0.9
2,20,0.75
17,20,0.6
23,20,0.55
7,20,0.7
202,62,0.7
416,1,0.55
192,1,0.8
134,1,0.55
421,1,0.6
77,1,0.65
75,1,0.6
431,1,0.55
64,1,0.65
325,62,0.6
138,1,0.55
330,1,0.75
308,1,0.65
384,1,0.55
304,1,0.55
125,1,0.75
486,1,1.0
293,62,0.65
4,3,0.85
17,3,0.75
397,3,0.65
7,3,0.8
64,3,0.55
2,3,0.9
69,62,0.55
60,198,0.55
304,62,0.55
1,109,0.55
1,78,0.55
1,356,0.55
60,1,0.85
248,197,0.55
17,254,0.55
17,7,0.7
17,28,0.55
17,13,0.6
17,418,0.6
17,39,0.55
17,375,0.6
17,23,0.55
17,4,0.55
269,3,0.55
439,3,0.55
10,3,0.85
217,3,0.75
198,283,0.55
247,1,0.55
178,1,0.9
144,1,0.75
9,1,1.0
7,270,0.75
7,345,0.6
7,240,0.6
7,285,0.55
7,68,0.65
7,219,0.55
7,13,0.55
5,1,0.65
34,1,0.55
119,1,1.0
100,1,0.65
32,1,0.55
198,412,0.55
36,1,0.7
39,1,0.9
350,1,0.55
47,1,0.6
438,1,0.55
144,408,0.6
144,401,0.65
144,161,0.55
144,366,0.55
144,202,0.9
1,309,0.6
1,431,0.55
1,270,0.75
261,1,0.55
324,1,0.55
177,1,0.7
492,1,0.55
54,1,0.55
274,1,0.55
402,401,0.55
402,236,0.55
198,443,0.6
80,403,0.55
80,143,0.55
80,286,0.55
80,7,0.55
80,241,0.65
80,64,0.55
80,165,0.8
80,81,0.9
80,204,0.55
80,149,0.75
202,244,0.55
