node1,node2,weight
142,132,0.55
110,142,0.55
132,198,0.6
320,142,0.55
132,142,0.55
60,142,0.55
203,142,0.55
2,142,0.55
64,142,0.55
132,144,0.55
110,1,0.55
110,144,0.55
110,76,0.6
110,57,0.55
110,41,0.55
110,2,0.55
110,143,0.55
132,139,0.55
142,60,0.55
142,170,0.55
142,2,0.55
142,320,0.55
142,7,0.7
142,110,0.55
132,162,0.55
110,134,0.55
110,7,0.55
132,104,0.55
142,203,0.55
142,143,0.6
132,134,0.55
219,110,0.55
134,110,0.55
144,110,0.55
41,110,0.55
76,110,0.65
143,110,0.55
112,110,0.55
132,78,0.65
7,142,0.65
143,142,0.6
170,142,0.55
57,4,0.6
132,2,0.6
156,2,0.55
21,2,0.75
10,2,0.85
4,2,0.8
61,2,0.6
149,2,0.55
198,2,0.9
132,75,0.55
132,28,0.55
132,1,1.0
139,132,0.55
28,132,0.55
78,132,0.65
104,132,0.55
127,132,0.55
138,132,0.55
157,132,0.6
2,110,0.55
2,39,0.9
2,223,0.9
2,178,0.65
2,23,0.75
2,62,0.9
2,77,0.6
2,60,0.75
2,3,0.9
2,204,0.45
35,110,0.6
2,167,0.9
2,156,0.55
2,54,0.6
13,2,0.6
135,2,0.55
146,2,0.55
54,2,0.6
166,2,0.55
167,2,0.9
202,2,0.7
1,2,0.9
64,219,0.55
183,143,0.55
202,143,0.55
143,173,0.55
143,215,0.55
143,202,0.55
143,144,0.55
143,81,0.55
143,80,0.55
143,35,0.65
153,143,0.6
186,183,0.55
181,183,0.6
143,183,0.55
135,143,0.55
143,153,0.55
143,39,0.6
143,7,0.75
1,143,0.75
143,1,0.75
143,192,0.55
192,143,0.55
80,143,0.55
173,143,0.55
144,143,0.55
35,143,0.65
143,135,0.55
39,143,0.6
198,132,0.55
181,144,0.55
181,135,0.55
181,132,0.55
181,178,0.6
2,132,0.6
144,132,0.55
113,135,0.6
29,135,0.55
13,135,0.75
192,135,0.75
270,135,0.55
41,132,0.55
153,7,0.55
153,104,0.6
153,202,0.55
7,143,0.7
21,132,0.6
144,153,0.55
256,153,0.55
7,153,0.6
104,153,0.6
202,153,0.7
144,7,0.55
169,132,0.6
132,202,0.6
132,21,0.75
132,149,0.55
132,41,0.55
132,7,1.0
132,157,0.6
132,169,0.6
132,156,0.7
113,132,0.65
202,132,0.6
149,132,0.55
156,132,0.7
162,132,0.55
162,41,0.55
159,132,0.55
1,132,0.55
134,132,0.55
72,132,0.6
75,132,0.55
100,132,0.55
274,132,0.55
212,132,0.55
7,161,0.65
149,104,0.55
104,64,0.75
104,110,0.6
104,191,0.55
104,177,0.6
104,60,0.65
104,113,0.55
104,41,0.55
78,1,0.55
199,104,0.55
189,104,0.6
1,104,0.55
190,104,0.55
177,104,0.55
108,104,0.55
88,104,0.65
78,7,0.55
35,149,0.6
150,149,0.55
78,149,0.55
104,149,0.55
309,149,0.55
217,149,0.55
173,149,0.55
78,36,0.6
104,88,0.65
104,23,1.0
104,1,0.6
104,189,0.6
104,190,0.55
104,111,0.7
104,296,0.75
78,60,0.55
39,149,0.7
2,149,0.55
129,149,0.55
114,149,0.55
78,146,0.55
257,104,0.75
60,104,0.6
96,104,0.6
64,104,1.0
149,266,0.55
160,60,0.55
100,60,0.6
312,60,0.6
7,60,0.75
199,60,0.55
77,60,0.7
23,108,0.55
60,108,0.55
125,108,0.55
274,108,0.55
7,108,0.55
104,108,0.55
111,1,0.55
111,104,0.7
111,7,0.55
111,100,0.55
146,78,0.55
146,114,0.55
189,4,0.55
325,104,0.75
202,104,0.65
13,104,0.65
171,104,0.55
215,143,0.55
149,25,1.0
110,104,0.55
41,104,0.55
266,222,0.55
266,1,0.6
266,233,0.6
266,77,0.6
266,7,0.7
266,60,0.75
266,149,0.55
280,202,0.6
321,202,0.65
176,202,0.55
288,202,0.55
4,202,0.9
278,202,0.65
41,202,0.6
2,198,0.75
104,202,0.65
2,245,0.9
100,7,0.7
100,64,0.55
100,101,0.55
100,111,0.55
100,202,0.55
132,113,0.65
203,113,0.55
166,113,0.55
23,113,0.7
158,113,0.6
7,113,0.75
125,113,0.6
149,209,0.55
167,245,0.9
167,223,0.9
309,257,0.6
346,257,0.55
41,257,0.6
333,257,0.7
60,257,1.0
284,257,0.7
339,257,0.7
167,39,0.9
45,54,0.6
13,54,0.6
7,54,0.75
129,54,0.55
62,54,0.6
1,54,0.55
167,64,0.55
167,41,0.55
191,104,0.55
167,211,0.55
167,15,0.55
78,144,0.65
149,17,0.6
2,166,0.55
199,185,0.55
199,219,0.55
199,13,0.55
2,1,0.9
4,62,0.85
4,57,0.75
4,6,0.75
4,3,0.85
4,17,0.65
4,45,0.8
4,13,0.9
2,202,0.6
280,7,0.7
122,7,0.55
41,7,0.95
322,7,0.7
159,7,0.7
198,7,0.65
2,7,0.75
96,107,0.6
96,184,0.55
96,106,0.55
96,15,0.7
96,112,0.55
96,6,0.0
132,100,0.55
202,100,0.55
64,100,0.55
7,100,0.6
60,100,0.6
149,173,0.55
51,104,0.55
104,96,0.55
104,171,0.55
104,179,0.45
108,60,0.55
108,7,0.55
108,23,0.55
319,4,0.75
66,4,0.6
45,4,0.75
304,4,0.65
17,4,0.55
282,4,0.6
125,4,0.6
149,217,0.55
233,206,0.55
81,149,0.55
2,41,0.6
2,20,0.75
2,135,0.6
1,266,0.55
257,266,0.75
7,266,0.6
222,266,0.55
77,6,0.65
77,1,0.65
77,28,0.65
77,115,0.65
77,20,0.65
77,308,0.55
77,256,0.55
77,23,0.55
186,204,0.6
135,330,0.45
