node1,node2,weight
74,1,0.55
1,74,0.55
149,4,0.85
149,64,0.6
36,1,0.7
5,1,0.65
76,1,0.6
71,1,0.9
56,1,0.6
138,1,0.55
34,1,0.55
110,1,0.55
149,132,0.55
149,2,0.55
149,6,0.8
149,25,1.0
1,76,0.6
1,165,0.55
1,80,0.6
1,61,0.75
1,51,0.55
1,78,0.55
1,10,0.85
1,35,0.7
149,173,0.55
149,17,0.6
57,4,0.6
31,4,0.6
125,4,0.6
7,4,0.7
26,4,0.55
72,4,0.7
6,4,0.6
149,104,0.55
1,64,0.65
1,15,0.55
1,138,0.55
1,68,0.6
1,171,0.6
1,2,0.9
1,60,0.9
1,41,0.9
7,179,0.45
1,13,0.65
80,143,0.55
80,25,0.6
80,149,0.75
80,81,0.9
80,7,0.55
80,64,0.55
80,165,0.8
1,33,0.85
1,6,0.9
2,132,0.6
2,21,0.75
2,20,0.75
2,166,0.55
2,77,0.6
2,198,0.75
2,39,0.9
2,60,0.75
2,62,0.9
2,178,0.65
2,23,0.75
1,192,0.65
66,4,0.6
1,4,1.0
61,4,0.65
19,4,0.65
87,4,0.55
1,110,0.55
1,141,0.55
1,34,0.55
1,81,0.55
1,19,0.8
1,143,0.75
2,4,0.75
17,4,0.55
1,36,0.65
64,1,0.65
4,26,0.55
7,6,0.65
10,6,0.85
77,6,0.65
13,6,0.45
32,6,0.55
2,6,0.75
5,6,0.65
35,26,0.55
129,149,0.55
114,149,0.55
39,149,0.7
173,149,0.55
150,149,0.55
132,149,0.55
2,149,0.55
104,149,0.55
104,110,0.6
1,139,0.6
4,6,0.75
135,6,0.55
35,6,0.6
1,101,0.55
1,31,0.6
1,104,0.55
1,54,0.55
1,114,0.6
1,111,0.6
1,180,0.55
1,17,0.95
32,1,0.55
32,23,0.55
1,39,0.9
149,80,0.75
149,179,0.45
149,167,0.75
149,62,0.55
1,120,0.65
153,143,0.6
144,143,0.55
192,143,0.55
142,143,0.6
7,143,0.7
183,143,0.55
173,143,0.55
1,23,0.8
1,71,0.55
1,21,0.8
1,62,0.25
1,132,0.55
1,5,0.7
1,159,0.6
1,8,0.85
1,197,0.9
6,35,0.7
6,2,0.7
6,5,0.6
6,7,0.75
6,173,0.65
6,198,0.6
6,10,0.65
6,1,0.9
6,114,0.6
4,31,0.55
7,153,0.6
4,1,1.0
4,3,0.85
4,62,0.85
4,189,0.55
4,125,0.6
4,66,0.6
143,153,0.55
17,23,0.55
17,28,0.55
17,13,0.6
17,7,0.7
17,1,0.95
17,20,0.6
17,3,0.75
104,153,0.6
1,32,0.55
1,57,0.8
1,47,0.65
144,153,0.55
4,61,0.6
4,72,0.7
4,87,0.55
4,57,0.75
4,7,0.85
4,13,0.9
149,35,0.7
129,54,0.55
149,150,0.55
78,149,0.55
62,149,0.55
81,149,0.55
149,39,0.7
149,114,0.55
60,193,0.55
60,112,0.7
60,77,0.7
60,78,0.55
60,178,0.6
60,56,0.6
60,108,0.55
60,1,0.85
60,7,0.85
110,142,0.55
4,19,0.8
4,45,0.8
114,21,0.55
114,146,0.55
114,39,0.55
114,1,0.6
4,39,0.55
149,78,0.55
