node1,node2,weight
138,1,0.55
138,132,0.55
234,1,0.55
74,1,0.55
68,1,0.6
29,1,0.7
180,1,0.55
247,1,0.55
60,1,0.85
112,1,0.55
39,2,0.9
29,7,0.6
110,1,0.55
215,1,0.55
100,1,0.65
5,1,0.65
132,1,1.0
32,1,0.55
241,1,0.9
21,1,0.9
29,60,0.6
29,186,0.55
28,132,0.55
144,132,0.55
100,132,0.55
41,132,0.55
7,132,0.75
113,132,0.65
75,132,0.55
29,198,0.55
159,132,0.55
72,132,0.6
162,132,0.55
29,51,0.55
1,115,0.55
1,3,0.8
1,8,0.85
1,68,0.6
1,114,0.6
1,111,0.6
1,47,0.65
1,36,0.65
1,57,0.8
1,20,0.6
29,52,0.55
112,223,0.55
112,235,0.55
112,28,0.6
112,93,0.6
112,174,0.55
112,110,0.55
112,23,0.6
112,61,0.6
29,171,0.55
180,206,0.55
180,166,0.55
6,35,0.7
115,3,0.0
23,1,0.85
143,1,0.75
227,1,0.55
64,3,0.55
64,57,0.65
33,57,0.55
7,57,0.7
178,57,0.55
4,57,0.75
113,57,0.6
228,57,0.8
10,3,0.85
47,7,0.55
47,1,0.6
21,3,0.85
17,3,0.75
115,1,0.55
13,1,0.9
6,1,0.9
19,1,0.95
9,1,1.0
54,1,0.55
104,1,0.6
33,1,0.9
2,3,0.9
104,111,0.7
7,111,0.55
100,111,0.55
217,3,0.75
4,3,0.85
7,204,0.55
7,185,0.55
7,96,0.55
7,109,0.55
7,55,0.55
7,21,0.75
7,72,0.6
7,232,0.65
7,64,0.75
77,39,0.65
143,110,0.55
7,116,0.6
7,159,0.55
7,120,0.75
7,110,0.65
7,228,0.55
7,134,0.65
7,20,0.7
143,202,0.55
1,29,0.7
13,29,0.6
62,29,0.55
219,29,0.55
51,29,0.55
135,29,0.55
60,29,0.6
7,29,0.6
143,144,0.55
29,62,0.6
29,212,0.55
29,206,0.55
29,13,0.6
29,219,0.55
143,153,0.55
64,1,0.65
81,1,0.55
57,1,0.85
41,1,0.9
71,1,0.9
143,7,0.75
132,139,0.55
132,72,0.65
132,127,0.6
132,134,0.55
132,28,0.55
132,198,0.6
132,100,0.55
132,7,1.0
143,173,0.55
29,135,0.55
143,183,0.55
202,214,0.55
1,54,0.55
41,174,0.55
1,9,0.6
132,21,0.75
36,21,0.6
219,21,0.75
1,21,0.8
77,21,0.75
2,21,0.75
114,21,0.55
72,21,0.55
1,227,0.55
29,120,0.6
1,31,0.6
1,39,0.9
45,39,0.6
109,39,0.55
115,39,0.55
44,39,0.55
17,39,0.55
21,39,0.6
1,6,0.9
1,10,0.85
13,16,0.9
13,10,0.9
13,4,0.9
13,156,0.55
13,2,0.6
13,199,0.55
13,41,0.7
13,6,0.45
1,80,0.6
244,113,0.55
203,113,0.55
7,113,0.75
135,113,0.6
158,113,0.6
125,113,0.6
171,113,0.55
23,113,0.7
1,180,0.55
21,8,0.95
10,8,0.55
235,21,0.55
69,39,0.6
10,1,0.9
139,1,0.6
178,1,0.9
77,1,0.65
17,1,0.95
8,1,0.65
149,39,0.7
143,39,0.6
2,135,0.6
13,135,0.75
181,135,0.55
209,135,0.6
7,135,0.6
192,135,0.75
1,135,0.7
143,135,0.55
61,4,0.65
6,10,0.65
10,21,0.9
39,21,0.6
21,10,0.9
41,10,0.7
60,112,0.7
77,112,0.55
64,112,0.6
96,112,0.55
174,112,0.55
35,56,0.6
96,7,0.6
72,4,0.7
72,113,0.55
96,106,0.55
1,81,0.55
1,247,0.55
1,33,0.85
1,143,0.75
1,76,0.6
1,192,0.65
96,13,0.55
21,60,0.75
21,93,0.9
21,132,0.6
21,7,0.75
21,2,0.75
21,77,0.75
96,184,0.55
96,35,0.55
5,6,0.65
5,7,0.55
96,15,0.7
104,132,0.55
157,132,0.6
78,132,0.65
198,132,0.55
96,51,0.6
143,81,0.55
143,80,0.55
143,35,0.65
96,93,0.6
1,19,0.8
1,134,0.65
1,145,0.55
