node1,node2,weight
54,13,0.6
1,54,0.55
62,54,0.6
2,54,0.6
7,54,0.75
129,54,0.55
45,54,0.6
13,54,0.6
60,7,0.85
77,60,0.7
100,7,0.7
64,7,0.65
1,7,0.95
161,7,0.65
159,7,0.7
188,7,0.55
175,7,0.6
28,7,0.55
160,60,0.55
56,13,0.55
1,13,0.65
2,13,0.55
156,13,0.55
41,13,0.65
17,13,0.6
34,13,0.55
159,13,0.55
100,60,0.6
54,62,0.6
54,2,0.6
54,7,0.8
54,45,0.6
54,129,0.55
54,1,0.55
56,60,0.6
104,60,0.65
39,2,0.9
149,2,0.55
146,2,0.55
115,2,0.65
156,2,0.55
61,2,0.6
198,2,0.9
132,2,0.6
193,60,0.55
111,7,0.55
96,7,0.6
47,7,0.55
120,7,0.75
29,7,0.6
78,7,0.55
199,60,0.55
166,7,0.65
5,7,0.55
125,7,0.7
41,7,0.95
141,7,0.65
110,7,0.55
2,60,0.75
96,35,0.55
88,60,0.7
193,7,0.8
112,60,0.7
1,60,0.9
159,60,0.6
41,60,0.55
78,60,0.55
148,60,0.6
198,60,0.6
21,60,0.75
164,60,0.75
34,7,0.55
33,7,0.6
6,7,0.75
144,7,0.55
113,7,0.9
134,7,0.65
142,7,0.7
137,7,0.55
87,60,0.55
10,2,0.85
166,2,0.55
7,2,0.75
41,132,0.55
108,60,0.55
21,36,0.6
21,2,0.75
21,1,0.9
21,39,0.6
21,8,0.95
21,3,0.85
21,7,0.75
21,132,0.6
21,77,0.75
194,60,0.55
167,2,0.9
1,2,0.9
7,60,0.75
4,2,0.8
135,2,0.55
142,2,0.55
13,2,0.6
154,152,0.6
7,129,0.7
149,129,0.55
133,7,0.55
56,7,0.65
80,7,0.55
4,7,0.85
194,178,0.55
7,6,0.65
7,5,0.55
7,184,0.6
7,13,0.55
7,159,0.55
7,96,0.55
7,152,0.6
7,156,0.55
7,1,0.85
29,60,0.6
172,60,0.55
7,113,0.75
142,132,0.55
127,132,0.55
159,132,0.55
181,132,0.55
28,132,0.55
144,132,0.55
157,132,0.6
1,132,0.55
7,89,0.6
2,178,0.65
2,23,0.75
2,166,0.55
2,20,0.75
2,6,0.75
2,142,0.55
2,62,0.9
2,77,0.6
2,21,0.75
7,3,0.8
2,7,0.75
2,1,0.9
2,4,0.75
2,110,0.55
7,20,0.7
104,35,0.65
149,35,0.7
1,35,0.7
56,35,0.6
186,35,0.6
6,35,0.7
69,35,0.6
65,35,0.6
60,21,0.55
60,159,0.6
60,199,0.55
60,112,0.7
60,108,0.55
60,198,0.55
60,100,0.6
60,104,0.6
60,172,0.55
60,160,0.55
60,41,0.55
77,28,0.65
112,28,0.6
17,28,0.55
35,28,0.55
7,28,0.6
132,28,0.55
69,28,0.65
60,75,0.65
170,142,0.55
132,142,0.55
60,142,0.55
64,142,0.55
110,142,0.55
7,142,0.65
143,142,0.6
60,1,0.85
132,1,1.0
132,144,0.55
132,75,0.55
132,138,0.55
132,156,0.7
132,198,0.6
101,1,0.55
134,110,0.55
144,198,0.6
6,198,0.6
2,198,0.75
171,198,0.6
7,198,0.65
29,198,0.55
150,198,0.55
134,101,0.55
7,34,0.55
1,34,0.55
13,34,0.55
134,141,0.75
134,132,0.55
129,149,0.55
134,1,0.55
55,7,0.55
