node1,node2,weight
64,1,0.65
1,76,0.6
64,68,0.55
1,356,0.55
1,78,0.55
1,17,0.95
1,31,0.6
1,4,1.0
1,311,0.55
1,2,0.9
1,192,0.65
64,104,1.0
76,110,0.65
76,1,0.6
76,7,0.55
64,256,0.55
64,80,0.55
7,76,0.55
110,76,0.6
64,312,0.55
64,353,0.55
1,296,0.55
1,324,0.55
1,109,0.55
1,260,0.55
1,81,0.55
1,396,0.7
64,57,0.65
78,1,0.55
132,1,1.0
31,1,0.65
56,1,0.6
6,1,0.9
2,1,0.9
399,1,0.55
1,54,0.55
1,139,0.6
178,1,0.9
32,1,0.55
51,1,0.55
4,1,1.0
34,1,0.55
1,219,0.65
1,110,0.55
35,110,0.6
144,110,0.55
57,110,0.55
155,110,0.55
142,110,0.55
112,110,0.55
1,145,0.55
113,132,0.65
1,132,0.55
212,132,0.55
21,132,0.6
28,132,0.55
142,132,0.55
134,132,0.55
1,33,0.85
1,6,0.9
1,304,0.65
1,141,0.55
1,353,0.75
1,143,0.75
1,64,0.65
64,309,0.65
64,112,0.6
64,189,0.65
64,202,0.55
64,7,0.65
64,41,0.55
1,308,0.65
68,1,0.6
68,7,0.6
68,41,0.55
68,97,0.55
68,64,0.55
1,47,0.65
1,104,0.55
64,219,0.55
1,134,0.65
1,350,0.55
309,64,0.65
251,1,0.75
71,1,0.9
180,1,0.55
74,1,0.55
112,1,0.55
36,1,0.7
274,1,0.55
141,1,0.6
288,64,0.55
77,112,0.55
60,112,0.7
96,112,0.55
174,112,0.55
350,64,0.6
321,256,0.6
29,256,0.55
287,256,0.55
257,256,0.75
141,256,0.55
77,256,0.55
317,64,0.55
80,64,0.55
219,64,0.75
238,64,0.55
272,64,0.55
316,64,0.55
300,64,0.55
301,64,0.55
104,1,0.6
33,1,0.9
41,1,0.9
125,1,0.75
75,1,0.6
312,1,0.55
1,62,0.25
304,64,0.7
1,35,0.7
1,115,0.55
1,159,0.6
1,227,0.55
7,64,0.75
21,93,0.9
21,1,0.9
21,10,0.9
21,77,0.75
21,235,0.55
21,114,0.55
21,8,0.95
21,3,0.85
383,64,0.6
384,1,0.55
353,1,1.0
139,1,0.6
215,1,0.55
311,1,0.55
19,64,0.65
64,94,0.55
64,316,0.55
64,272,0.55
10,8,0.55
1,165,0.55
8,1,0.65
1,10,0.85
10,2,0.85
10,3,0.85
10,25,1.0
10,1,0.9
10,6,0.85
10,21,0.9
10,41,0.9
1,15,0.55
1,245,0.55
41,10,0.7
13,10,0.9
6,10,0.65
1,71,0.55
1,8,0.85
80,7,0.55
64,249,0.55
141,134,0.75
249,167,0.55
249,64,0.55
249,393,0.55
249,241,0.9
249,198,0.55
249,371,0.55
249,215,0.55
7,134,0.65
62,249,0.55
7,249,0.55
371,249,0.55
241,249,1.0
215,249,0.55
167,249,0.55
202,134,0.6
349,249,0.75
367,249,0.55
323,249,0.55
132,134,0.55
64,288,0.55
64,383,0.55
64,238,0.55
101,134,0.55
249,7,0.75
249,367,0.55
249,323,0.55
390,134,0.55
100,64,0.55
312,64,0.55
399,64,0.55
389,134,0.55
239,64,0.55
64,301,0.55
192,143,0.55
221,64,0.55
202,64,0.55
57,64,0.75
192,1,0.8
215,198,0.6
215,378,0.55
215,229,0.55
215,202,0.8
215,290,0.55
215,221,0.6
192,25,0.6
192,135,0.75
1,68,0.6
41,68,0.55
97,68,0.55
7,68,0.65
193,60,0.55
215,321,0.55
274,321,0.6
345,321,0.55
202,321,0.65
257,321,0.75
256,321,0.6
180,206,0.55
221,215,0.6
198,215,0.55
353,215,0.6
1,215,0.55
290,215,0.55
229,215,0.55
180,166,0.55
215,353,0.6
215,7,0.75
215,143,0.55
215,33,0.55
78,7,0.55
78,132,0.65
297,229,0.55
60,229,0.6
257,229,0.75
78,146,0.55
215,288,0.55
215,324,0.55
215,274,0.55
78,36,0.6
78,149,0.55
378,215,0.55
288,215,0.55
143,215,0.55
78,60,0.55
198,353,0.55
57,353,0.6
144,353,0.55
209,353,0.55
156,353,0.55
135,353,0.55
350,353,0.6
166,180,0.55
206,180,0.55
1,180,0.55
308,21,0.65
104,96,0.55
104,60,0.65
104,179,0.45
104,171,0.55
104,356,0.65
104,149,0.55
104,202,0.65
132,104,0.55
199,104,0.55
96,104,0.6
153,104,0.6
325,104,0.75
356,104,0.6
363,104,0.65
96,93,0.6
96,106,0.55
96,35,0.55
96,15,0.7
96,6,0.0
96,107,0.6
96,51,0.6
96,13,0.55
96,242,0.0
96,70,0.65
249,62,0.55
104,189,0.6
104,110,0.6
104,191,0.55
104,363,0.65
104,41,0.55
93,96,0.6
70,96,0.55
107,96,0.6
112,96,0.55
15,96,0.65
35,96,0.55
13,96,0.55
51,96,0.6
184,96,0.55
106,96,0.55
7,96,0.55
104,177,0.6
104,64,0.75
104,132,0.55
1,266,0.55
6,280,0.55
6,173,0.65
6,32,0.55
6,219,0.7
6,7,0.75
6,4,0.6
6,268,0.65
110,104,0.55
110,1,0.55
110,134,0.55
110,2,0.55
110,144,0.55
110,7,0.55
219,202,0.65
139,202,0.55
143,202,0.55
132,202,0.6
7,202,0.7
100,202,0.55
1,60,0.9
1,41,0.9
1,135,0.7
51,104,0.55
60,104,0.6
177,104,0.55
13,25,1.0
314,257,0.7
314,7,0.7
257,346,0.7
257,21,0.75
257,332,0.65
257,246,0.75
257,348,0.65
257,242,0.75
257,104,0.75
257,283,0.65
257,314,0.7
7,314,0.6
64,317,0.55
257,381,0.7
257,224,0.75
257,320,0.65
257,372,0.8
257,365,0.7
257,360,0.7
257,335,0.75
257,373,0.7
257,279,0.7
64,399,0.55
64,186,0.55
60,257,1.0
149,78,0.55
397,257,0.75
361,257,0.55
333,257,0.7
359,257,0.65
224,257,0.7
372,257,0.75
41,257,0.6
122,78,0.55
132,78,0.65
284,257,0.7
309,257,0.6
36,78,0.6
37,301,0.55
202,301,0.7
7,78,0.55
146,78,0.55
346,257,0.55
13,353,0.8
31,4,0.6
64,142,0.55
4,57,0.75
4,189,0.55
4,319,0.75
4,2,0.8
4,45,0.8
4,35,0.75
4,62,0.85
282,4,0.6
57,4,0.6
304,4,0.65
41,4,0.55
189,4,0.55
17,4,0.55
19,4,0.65
4,61,0.6
4,31,0.55
4,17,0.65
4,19,0.8
4,202,0.9
4,125,0.6
4,87,0.55
4,72,0.7
4,26,0.55
4,13,0.9
