node1,node2,weight
4,6,0.75
4,66,0.6
4,72,0.7
4,45,0.8
4,57,0.75
4,87,0.55
4,17,0.65
4,39,0.55
4,13,0.9
6,2,0.7
6,5,0.6
6,32,0.55
6,10,0.65
6,1,0.9
6,4,0.6
6,35,0.7
6,7,0.75
4,1,1.0
4,31,0.55
4,35,0.75
4,2,0.8
4,19,0.8
4,3,0.85
4,61,0.6
4,7,0.85
4,62,0.85
62,75,0.6
4,26,0.55
4,41,0.55
31,4,0.6
31,1,0.65
7,39,0.75
41,4,0.55
61,4,0.65
10,6,0.85
96,6,0.0
5,6,0.65
35,6,0.6
2,6,0.75
7,6,0.65
39,4,0.55
62,54,0.6
62,29,0.55
62,69,0.55
2,4,0.75
7,19,0.75
7,55,0.55
7,20,0.7
7,17,0.8
7,33,0.6
7,23,0.7
7,96,0.55
66,4,0.6
1,4,1.0
13,4,0.9
1,64,0.65
45,39,0.6
45,53,0.6
26,4,0.55
26,35,0.65
45,4,0.75
64,57,0.65
7,57,0.7
33,57,0.55
1,57,0.8
45,62,0.75
7,4,0.7
17,4,0.55
57,4,0.6
45,54,0.6
7,2,0.75
10,2,0.85
13,2,0.6
1,2,0.9
54,2,0.6
61,2,0.6
39,2,0.9
1,3,0.8
32,6,0.55
87,4,0.55
1,6,0.9
1,20,0.6
86,41,0.55
34,7,0.55
13,6,0.45
2,7,0.75
5,7,0.55
72,4,0.7
33,7,0.6
61,20,0.9
61,77,0.7
47,7,0.55
39,1,0.9
39,69,0.6
39,7,0.65
39,44,0.55
39,17,0.65
39,21,0.6
19,7,0.95
17,13,0.6
17,1,0.95
17,81,0.55
17,23,0.55
17,20,0.6
17,39,0.55
