node1,node2,weight
7,2,0.75
2,1,0.9
2,142,0.55
2,6,0.75
2,54,0.6
2,7,0.75
2,60,0.75
2,23,0.75
2,135,0.6
2,62,0.9
2,77,0.6
2,39,0.9
7,39,0.75
7,41,0.75
7,175,0.6
7,5,0.55
7,34,0.55
7,72,0.6
7,62,0.8
7,17,0.8
7,125,0.65
2,13,0.55
108,7,0.55
55,7,0.55
29,7,0.6
133,7,0.55
137,7,0.55
171,7,0.7
161,7,0.65
53,7,0.7
155,7,0.75
35,65,0.55
34,13,0.55
7,111,0.55
7,29,0.6
7,68,0.65
7,141,0.6
7,78,0.55
7,171,0.7
7,116,0.6
34,1,0.55
62,196,0.55
62,29,0.55
62,69,0.55
62,149,0.55
62,75,0.6
62,54,0.6
34,7,0.55
61,2,0.6
115,2,0.65
146,2,0.55
142,2,0.55
135,2,0.55
10,2,0.85
110,2,0.55
21,2,0.75
29,135,0.55
7,35,0.6
155,110,0.55
1,35,0.7
36,21,0.6
39,21,0.6
72,21,0.55
1,21,0.8
132,21,0.75
7,21,0.75
114,21,0.55
93,21,0.9
70,35,0.55
146,114,0.55
146,78,0.55
96,35,0.55
7,143,0.7
7,53,0.7
7,76,0.55
7,19,0.75
7,153,0.6
7,96,0.55
7,159,0.55
26,35,0.65
13,29,0.6
135,29,0.55
186,29,0.55
60,29,0.6
52,29,0.55
51,29,0.55
56,35,0.6
39,2,0.9
54,2,0.6
167,2,0.9
132,2,0.6
198,2,0.9
13,2,0.6
143,35,0.65
7,80,0.65
7,55,0.55
7,88,0.75
7,3,0.8
7,166,0.55
6,35,0.7
142,7,0.7
184,7,0.6
198,7,0.65
76,7,0.55
89,7,0.6
134,7,0.65
166,7,0.65
175,7,0.6
61,109,1.0
7,161,0.65
4,7,0.85
109,7,0.55
100,7,0.7
153,7,0.55
56,7,0.65
125,7,0.7
57,7,0.9
7,64,0.75
1,29,0.7
198,29,0.55
7,108,0.55
29,198,0.55
29,51,0.55
29,13,0.6
29,1,0.7
29,120,0.6
29,60,0.6
7,193,0.65
7,6,0.65
7,47,0.55
7,122,0.55
7,1,0.85
7,198,0.65
7,184,0.6
7,152,0.6
7,132,0.75
7,4,0.7
4,2,0.8
149,2,0.55
6,2,0.7
161,144,0.55
1,111,0.6
13,7,0.55
54,7,0.8
41,7,0.95
28,7,0.55
88,7,0.65
100,111,0.55
41,75,0.55
132,75,0.55
179,75,0.55
152,75,0.55
60,75,0.65
104,111,0.7
60,88,0.6
36,88,0.65
104,88,0.65
125,171,0.55
7,100,0.6
199,104,0.55
171,104,0.55
153,104,0.6
35,104,0.65
113,104,0.55
13,104,0.65
177,104,0.55
60,104,0.6
7,13,0.55
1,19,0.8
23,19,0.55
4,19,0.8
7,20,0.7
4,66,0.6
4,1,1.0
4,62,0.85
4,45,0.8
4,26,0.55
4,13,0.9
110,104,0.55
61,20,0.9
115,35,0.65
28,35,0.55
95,35,0.55
36,35,0.6
149,35,0.7
61,4,0.65
61,77,0.7
6,5,0.6
6,114,0.6
6,7,0.75
6,32,0.55
6,198,0.6
6,4,0.6
6,1,0.9
29,52,0.55
1,34,0.55
1,51,0.55
1,165,0.55
1,54,0.55
1,6,0.9
1,10,0.85
1,4,1.0
1,125,0.6
1,109,0.55
