node1,node2,weight
100,7,0.7
266,7,0.7
243,7,0.85
100,60,0.6
249,7,0.75
314,7,0.7
17,7,0.7
156,7,0.55
322,7,0.7
254,7,0.55
144,7,0.55
141,7,0.65
100,202,0.55
243,390,0.65
243,60,0.8
243,141,0.6
100,132,0.55
23,7,0.75
280,7,0.7
473,7,0.6
393,7,0.55
345,7,0.55
489,7,0.55
53,7,0.7
100,64,0.55
7,296,0.7
7,72,0.6
7,62,0.8
7,494,0.7
7,425,0.65
7,155,0.7
7,113,0.75
7,188,0.55
7,243,0.7
266,77,0.6
266,222,0.55
266,233,0.6
266,60,0.75
266,1,0.6
266,350,0.6
266,149,0.55
266,475,0.65
100,101,0.55
210,7,0.55
153,7,0.55
125,7,0.7
200,7,0.6
447,7,0.7
365,7,0.55
358,7,0.65
100,1,0.65
29,7,0.6
480,7,0.6
47,7,0.55
57,7,0.9
19,7,0.95
240,7,0.7
386,7,0.6
100,111,0.55
111,7,0.55
425,7,0.65
7,285,0.55
304,322,0.55
35,322,0.55
7,322,0.7
202,322,0.55
379,322,0.55
257,322,0.7
479,322,0.6
329,322,0.55
7,203,0.65
23,113,0.7
23,20,0.55
23,263,0.6
23,17,0.55
23,19,0.55
23,69,0.55
23,231,0.55
23,1,0.85
7,56,0.65
466,475,0.65
459,475,0.55
7,28,0.6
390,391,0.55
390,36,0.55
390,219,0.55
390,134,0.55
390,35,0.6
390,171,0.6
390,243,0.7
7,23,0.7
280,160,0.65
280,468,0.55
280,443,0.6
280,281,0.55
280,202,0.6
280,29,0.55
280,495,0.55
280,387,0.55
7,110,0.65
60,56,0.6
60,202,0.65
60,224,0.7
60,41,0.55
60,194,0.55
60,231,0.55
60,214,0.6
60,229,0.6
7,235,0.75
28,132,0.55
113,132,0.65
2,132,0.6
41,132,0.55
202,132,0.6
142,132,0.55
7,132,0.75
21,132,0.6
88,7,0.65
383,7,0.55
7,57,0.7
60,100,0.6
60,243,0.75
60,193,0.55
60,108,0.55
60,29,0.6
60,191,0.7
60,112,0.7
60,250,0.65
60,77,0.7
7,156,0.55
149,25,1.0
149,78,0.55
149,80,0.75
149,39,0.7
149,4,0.85
149,167,0.75
149,2,0.55
149,173,0.55
7,68,0.65
69,23,0.55
263,23,0.7
17,23,0.55
1,23,0.8
113,23,0.6
32,23,0.55
19,23,0.75
7,109,0.55
188,7,0.55
7,4,0.7
113,57,0.6
113,468,0.85
113,25,1.0
113,166,0.55
113,104,0.55
113,72,0.55
113,135,0.6
7,129,0.7
166,2,0.55
132,2,0.6
21,2,0.75
156,2,0.55
135,2,0.55
110,2,0.55
115,2,0.65
39,2,0.9
7,345,0.6
35,280,0.55
6,280,0.55
443,280,0.6
29,280,0.55
7,280,0.6
495,280,0.55
387,280,0.55
484,280,0.6
7,88,0.75
199,219,0.55
446,219,0.6
239,219,0.55
113,219,0.55
37,219,0.6
1,219,0.65
176,219,0.55
64,219,0.55
310,7,0.75
39,109,0.55
7,304,0.65
23,32,0.55
62,304,0.55
322,304,0.55
135,304,0.55
353,304,0.55
41,304,0.55
93,304,0.55
64,304,0.6
342,304,0.7
7,314,0.6
7,5,0.55
7,480,0.55
7,410,0.45
