node1,node2,weight
104,41,0.55
68,41,0.55
104,110,0.6
104,191,0.55
41,68,0.55
41,163,0.55
41,104,0.55
41,13,0.65
41,105,0.55
41,137,0.55
104,111,0.7
104,296,0.75
1,41,0.9
140,41,0.55
141,41,0.55
150,41,0.55
110,41,0.55
105,41,0.55
104,202,0.65
1,68,0.6
7,68,0.65
64,68,0.55
97,68,0.55
104,179,0.45
163,41,0.55
168,41,0.55
60,41,0.55
147,41,0.55
148,41,0.55
104,23,1.0
41,70,0.55
41,148,0.55
41,157,0.55
41,75,0.55
41,83,0.55
104,177,0.6
75,41,0.6
41,147,0.55
296,7,0.75
41,89,0.55
41,132,0.55
137,41,0.55
89,41,0.55
83,41,0.55
4,41,0.55
70,41,0.55
157,41,0.55
157,132,0.6
174,41,0.55
265,41,0.55
257,41,0.7
212,209,0.55
41,167,0.55
132,202,0.6
167,15,0.55
167,249,0.55
167,223,0.9
167,39,0.9
167,41,0.55
167,211,0.55
167,64,0.55
132,7,1.0
167,245,0.9
132,169,0.6
10,41,0.9
162,41,0.55
132,100,0.55
41,201,0.55
41,86,0.55
41,10,0.7
132,75,0.55
132,138,0.55
149,167,0.75
135,167,0.55
2,167,0.9
249,167,0.55
15,167,0.55
41,168,0.55
7,89,0.6
10,6,0.85
10,21,0.9
10,2,0.85
10,3,0.85
10,1,0.9
10,8,0.55
10,25,1.0
41,265,0.55
7,296,0.7
156,25,0.55
119,25,0.55
57,25,0.6
113,25,1.0
178,25,0.75
1,296,0.55
132,1,1.0
132,2,0.6
132,72,0.65
132,144,0.55
132,139,0.55
293,296,0.75
41,60,0.55
41,141,0.55
41,202,0.6
254,296,0.6
250,245,0.55
1,245,0.55
2,245,0.9
251,245,0.55
135,245,0.55
149,129,0.55
149,238,0.55
149,104,0.55
149,209,0.55
149,217,0.55
149,266,0.55
104,13,0.7
127,132,0.55
2,202,0.6
127,119,1.0
2,23,0.75
2,135,0.6
2,7,0.75
2,60,0.75
132,41,0.55
132,198,0.6
2,166,0.55
132,127,0.6
202,127,0.55
119,127,1.0
2,39,0.9
132,181,0.55
2,1,0.9
138,132,0.55
113,132,0.65
115,39,0.55
1,39,0.9
149,39,0.7
109,39,0.55
7,39,0.75
143,39,0.6
202,144,0.9
57,144,0.55
110,144,0.55
143,144,0.55
273,144,0.6
7,144,0.55
21,132,0.6
2,21,0.75
2,20,0.75
2,6,0.75
2,4,0.75
2,156,0.55
2,13,0.55
2,178,0.65
181,132,0.55
88,60,0.7
77,60,0.7
112,60,0.7
202,60,0.75
266,60,0.75
257,60,0.75
72,132,0.6
78,132,0.65
169,132,0.6
156,132,0.7
7,132,0.75
159,132,0.55
6,2,0.7
7,2,0.75
13,2,0.6
54,2,0.6
142,2,0.55
61,2,0.6
2,132,0.6
104,1,0.6
60,273,0.6
171,273,0.55
141,273,0.55
159,273,0.55
227,273,0.55
144,273,0.55
104,153,0.6
104,149,0.55
21,39,0.6
44,39,0.55
114,39,0.55
69,39,0.6
4,39,0.55
104,35,0.65
132,152,0.55
132,142,0.55
6,7,0.75
6,4,0.6
6,32,0.55
6,173,0.65
6,268,0.65
6,258,0.55
104,171,0.55
54,7,0.8
19,7,0.95
175,7,0.6
120,7,0.75
41,7,0.95
212,7,0.55
212,132,0.55
13,29,0.6
13,270,0.55
13,56,0.55
13,156,0.55
13,54,0.6
132,156,0.7
7,156,0.55
166,156,0.6
39,143,0.6
39,114,0.55
39,69,0.6
39,1,0.9
39,45,0.55
39,7,0.65
39,223,0.9
39,245,0.9
159,60,0.6
159,276,0.55
159,13,0.55
159,7,0.7
159,288,0.55
32,6,0.55
268,6,0.65
96,6,0.0
4,6,0.75
258,6,0.55
100,132,0.55
35,104,0.65
1,104,0.55
60,104,0.6
13,104,0.65
190,104,0.55
7,141,0.6
7,204,0.55
7,161,0.65
7,269,0.55
7,110,0.65
62,69,0.55
115,69,0.65
81,69,0.6
99,69,0.55
35,69,0.55
21,77,0.75
21,235,0.55
21,36,0.6
21,7,0.75
21,60,0.75
21,2,0.75
21,1,0.9
162,132,0.55
221,202,0.7
288,159,0.55
202,288,0.55
64,288,0.55
198,288,0.55
215,288,0.55
1,159,0.6
28,69,0.65
215,1,0.55
215,221,0.6
215,7,0.75
215,198,0.6
215,143,0.55
202,289,0.6
202,36,0.65
202,215,0.8
202,62,0.7
202,219,0.65
202,236,0.55
288,202,0.55
288,64,0.55
288,198,0.55
288,215,0.55
276,159,0.55
60,159,0.6
13,159,0.55
132,159,0.55
273,159,0.55
7,159,0.55
7,219,0.55
104,51,0.55
104,88,0.65
104,60,0.65
104,108,0.55
104,132,0.55
104,113,0.55
2,62,0.9
51,96,0.6
51,29,0.55
51,33,0.55
51,104,0.55
51,1,0.55
2,54,0.6
2,77,0.6
