node1,node2,weight
4,35,0.75
61,4,0.65
4,13,0.9
4,1,1.0
4,19,0.8
4,66,0.6
4,3,0.85
4,61,0.6
4,57,0.75
41,4,0.55
35,104,0.65
35,13,0.65
35,79,0.55
35,1,0.55
35,28,0.55
35,56,0.6
35,149,0.6
35,7,0.6
31,4,0.6
13,35,0.65
95,35,0.55
6,35,0.7
70,35,0.55
56,35,0.6
26,35,0.65
36,35,0.6
66,4,0.6
4,31,0.55
4,26,0.55
4,45,0.8
4,2,0.8
149,4,0.85
4,189,0.55
4,125,0.6
4,41,0.55
4,39,0.55
4,17,0.65
189,4,0.55
28,35,0.55
65,35,0.6
115,35,0.65
96,35,0.55
79,35,0.55
69,35,0.6
13,4,0.9
4,62,0.85
4,87,0.55
4,72,0.7
17,4,0.55
4,6,0.75
4,7,0.85
132,21,0.75
2,62,0.9
115,2,0.65
115,78,0.55
6,4,0.6
39,4,0.55
87,4,0.55
19,4,0.65
2,4,0.75
115,77,0.65
189,104,0.6
115,69,0.65
115,3,0.0
35,69,0.55
35,70,0.55
35,96,0.55
35,143,0.65
115,17,0.55
7,78,0.55
7,132,0.75
7,2,0.75
7,39,0.75
7,108,0.55
7,1,0.85
7,166,0.55
7,143,0.7
7,64,0.75
115,62,0.0
7,110,0.65
7,60,0.75
7,6,0.65
7,62,0.8
7,113,0.75
7,144,0.55
149,62,0.55
26,4,0.55
64,57,0.65
7,57,0.7
113,57,0.6
178,57,0.55
144,57,0.55
1,57,0.8
110,57,0.55
57,4,0.6
100,64,0.55
41,64,0.55
80,64,0.55
19,64,0.65
94,64,0.55
149,64,0.6
167,64,0.55
1,4,1.0
13,160,0.6
13,56,0.55
13,135,0.75
13,25,1.0
13,17,0.6
13,29,0.6
13,6,0.45
13,34,0.55
111,1,0.55
35,65,0.55
144,143,0.55
39,143,0.6
153,143,0.6
1,143,0.75
183,143,0.55
110,143,0.55
80,143,0.55
35,186,0.6
45,54,0.6
45,176,0.65
45,4,0.75
45,171,0.6
45,53,0.6
45,39,0.6
45,62,0.75
100,101,0.55
61,77,0.7
41,70,0.55
15,70,0.55
96,70,0.65
95,70,0.65
61,20,0.9
61,2,0.6
41,83,0.55
41,104,0.55
41,110,0.55
41,68,0.55
41,147,0.55
41,75,0.55
41,157,0.55
41,36,0.6
61,109,1.0
13,120,0.6
13,7,0.55
13,1,0.9
13,41,0.7
132,138,0.55
78,36,0.6
142,143,0.6
135,143,0.55
173,143,0.55
7,36,0.65
39,109,0.55
39,21,0.6
39,149,0.7
39,114,0.55
39,2,0.9
39,44,0.55
39,69,0.6
88,36,0.65
46,36,0.55
13,104,0.65
13,16,0.9
13,10,0.9
15,36,0.55
7,56,0.65
1,56,0.6
60,56,0.6
37,36,0.55
105,41,0.55
132,41,0.55
2,41,0.6
104,41,0.55
110,41,0.55
64,41,0.55
68,41,0.55
1,36,0.65
196,62,0.55
29,62,0.6
54,62,0.6
75,62,0.6
112,77,0.55
104,35,0.65
62,29,0.55
51,29,0.55
135,29,0.55
7,29,0.6
52,29,0.55
186,29,0.55
198,29,0.55
1,29,0.7
143,35,0.65
7,35,0.6
149,35,0.7
1,35,0.7
60,75,0.65
62,75,0.6
152,75,0.55
132,75,0.55
179,75,0.55
