node1,node2,weight
144,273,0.55
78,144,0.65
206,273,0.6
143,144,0.55
273,144,0.6
178,144,0.55
110,144,0.55
181,144,0.55
7,144,0.55
60,273,0.6
78,60,0.55
78,1,0.55
78,149,0.55
78,132,0.65
78,36,0.6
78,7,0.55
171,273,0.55
144,57,0.55
144,178,0.55
144,143,0.55
144,198,0.6
144,7,0.55
144,132,0.55
144,1,0.75
141,273,0.55
282,144,0.55
57,144,0.55
132,144,0.55
159,273,0.55
78,146,0.55
144,110,0.55
144,202,0.9
144,283,0.55
144,181,0.55
227,273,0.55
115,78,0.55
1,78,0.55
132,78,0.65
149,78,0.55
144,78,0.75
7,78,0.55
36,78,0.6
202,144,0.9
273,64,0.55
144,282,0.55
144,153,0.55
273,60,0.65
284,283,1.0
295,283,0.75
7,283,0.65
257,283,0.65
171,283,0.6
198,283,0.55
273,171,0.55
273,206,0.6
257,273,0.8
273,141,0.6
283,7,1.0
283,198,0.55
283,295,0.75
283,171,0.6
283,284,1.0
273,159,0.55
198,144,0.6
161,144,0.55
273,227,0.55
144,224,0.55
144,161,0.55
1,144,0.75
224,144,0.55
171,325,0.55
143,110,0.55
142,2,0.55
257,295,0.7
33,325,0.55
257,21,0.75
257,278,0.75
257,234,0.75
257,242,0.75
257,104,0.75
257,284,0.7
257,279,0.7
257,348,0.65
257,254,0.75
62,325,0.55
257,264,0.75
257,328,0.7
257,217,0.75
257,256,0.75
257,321,0.75
177,325,0.55
314,257,0.7
309,257,0.6
224,257,0.7
41,257,0.6
339,257,0.7
284,257,0.7
333,257,0.7
113,295,0.55
216,295,0.55
222,295,0.55
274,295,0.6
256,295,0.55
19,325,0.55
346,257,0.55
60,257,1.0
228,325,0.55
257,224,0.75
257,320,0.65
202,256,0.8
216,214,0.55
202,100,0.55
257,60,0.75
257,240,0.75
257,261,0.75
257,266,0.75
257,342,0.7
257,322,0.7
257,229,0.75
257,276,0.7
202,286,0.55
325,228,0.55
325,171,0.55
325,19,0.55
325,62,0.6
325,177,0.55
325,33,0.55
325,104,0.75
202,304,0.65
29,328,0.55
202,132,0.6
202,280,0.6
217,149,0.55
217,60,0.6
217,3,0.75
202,36,0.65
96,93,0.6
29,304,0.55
2,149,0.55
304,322,0.55
304,25,1.0
304,1,0.55
304,4,0.65
304,135,0.55
304,186,0.55
304,202,0.55
2,62,0.9
2,77,0.6
7,29,0.6
219,29,0.55
51,29,0.55
1,29,0.7
274,29,0.6
212,29,0.55
257,29,0.75
2,202,0.6
304,93,0.55
304,7,0.6
304,29,0.55
2,135,0.6
2,6,0.75
52,29,0.55
62,29,0.55
198,29,0.55
13,29,0.6
2,3,0.9
251,29,0.6
328,29,0.55
2,156,0.55
206,29,0.55
186,29,0.55
280,29,0.55
270,29,0.55
29,347,0.55
29,186,0.55
62,304,0.55
1,304,0.65
64,304,0.6
135,304,0.55
322,304,0.55
7,304,0.65
2,39,0.9
2,223,0.9
2,1,0.9
2,110,0.55
2,178,0.65
2,23,0.75
2,41,0.6
304,342,0.65
304,62,0.55
256,29,0.55
204,186,0.6
141,186,0.55
183,186,0.55
64,186,0.55
269,186,0.6
29,51,0.55
2,7,0.75
2,60,0.75
2,198,0.75
2,167,0.9
322,329,0.55
322,35,0.55
322,7,0.7
322,310,0.0
322,202,0.55
29,270,0.55
29,7,0.6
29,13,0.6
29,206,0.55
29,120,0.6
29,280,0.55
1,13,0.65
34,13,0.55
156,13,0.55
270,13,0.55
35,13,0.65
96,13,0.55
17,13,0.6
41,304,0.55
342,304,0.7
93,304,0.55
4,304,0.75
29,302,0.55
36,41,0.6
224,198,0.55
171,198,0.6
285,198,0.55
215,198,0.6
29,198,0.55
206,198,0.55
36,46,0.55
36,21,0.6
29,256,0.55
29,135,0.55
29,274,0.6
36,88,0.65
36,7,0.7
202,322,0.55
7,322,0.7
35,322,0.55
329,322,0.55
36,202,0.65
2,21,0.75
2,20,0.75
2,13,0.55
2,132,0.6
2,54,0.6
36,35,0.6
257,339,0.7
37,77,0.55
309,270,0.6
1,171,0.6
285,7,0.6
171,309,0.55
171,224,0.55
171,346,0.6
171,221,0.55
171,235,0.6
171,113,0.55
1,64,0.65
1,54,0.55
1,223,0.85
1,178,0.85
1,57,0.8
1,110,0.55
285,60,0.55
247,1,0.55
165,1,0.55
29,1,0.7
35,1,0.55
17,1,0.95
177,1,0.7
104,1,0.6
33,1,0.9
36,1,0.7
285,141,0.55
198,171,0.6
104,171,0.55
309,171,0.55
125,171,0.55
285,62,0.55
171,1,0.6
171,45,0.6
346,171,0.55
1,2,0.9
1,76,0.6
257,177,0.7
161,177,0.55
104,177,0.6
1,47,0.65
1,32,0.55
1,34,0.55
1,234,0.55
1,225,0.55
1,274,0.55
1,71,0.55
1,74,0.55
1,159,0.6
1,134,0.65
224,60,0.75
224,171,0.55
1,132,0.55
1,227,0.55
180,1,0.55
64,1,0.65
219,1,1.0
312,1,0.55
138,1,0.55
4,1,1.0
